"strain","rep","life_span","activity_type","time_d","activity"
"EG4725",3,11.5,"base","6",77
"EG4725",3,11.5,"base","8",50
"EG4725",3,11.5,"base","9.5",173
"EG4725",3,11.5,"base","11.5",NA
"EG4725",3,11.5,"base","13",NA
"EG4725",3,11.5,"base","15",NA
"EG4725",3,11.5,"base","17",NA
"EG4725",3,11.5,"base","19",NA
"EG4725",3,11.5,"base","22",NA
"EG4725",3,11.5,"base","26.5",NA
"EG4725",3,11.5,"base","30",NA
"EG4725",3,11.5,"base","33.5",NA
"EG4725",4,19,"stim","1.5",123
"EG4725",4,19,"stim","3",180
"EG4725",4,19,"stim","4.5",0
"EG4725",4,19,"stim","6",194
"EG4725",4,19,"stim","8",182
"EG4725",4,19,"stim","9.5",105
"EG4725",4,19,"stim","11.5",175
"EG4725",4,19,"stim","13",181
"EG4725",4,19,"stim","15",6
"EG4725",4,19,"stim","17",122
"EG4725",4,19,"stim","19",NA
"EG4725",4,19,"stim","22",NA
"EG4725",4,19,"stim","26.5",NA
"EG4725",4,19,"stim","30",NA
"EG4725",4,19,"stim","33.5",NA
"EG4725",4,19,"base","1.5",0
"EG4725",4,19,"base","3",159
"EG4725",4,19,"base","4.5",42
"EG4725",4,19,"base","6",184
"EG4725",4,19,"base","8",105
"EG4725",4,19,"base","9.5",262
"EG4725",4,19,"base","11.5",134
"EG4725",4,19,"base","13",93
"EG4725",4,19,"base","15",62
"EG4725",4,19,"base","17",0
"EG4725",4,19,"base","19",NA
"EG4725",4,19,"base","22",NA
"EG4725",4,19,"base","26.5",NA
"EG4725",4,19,"base","30",NA
"EG4725",4,19,"base","33.5",NA
"EG4725",5,15,"stim","1.5",195
"EG4725",5,15,"stim","3",187
"EG4725",5,15,"stim","4.5",54
"EG4725",5,15,"stim","6",161
"EG4725",5,15,"stim","8",0
"EG4725",5,15,"stim","9.5",201
"EG4725",5,15,"stim","11.5",0
"EG4725",5,15,"stim","13",28
"EG4725",5,15,"stim","15",NA
"EG4725",5,15,"stim","17",NA
"EG4725",5,15,"stim","19",NA
"EG4725",5,15,"stim","22",NA
"EG4725",5,15,"stim","26.5",NA
"EG4725",5,15,"stim","30",NA
"EG4725",5,15,"stim","33.5",NA
"EG4725",5,15,"base","1.5",212
"EG4725",5,15,"base","3",227
"EG4725",5,15,"base","4.5",243
"EG4725",5,15,"base","6",198
"EG4725",5,15,"base","8",9
"EG4725",5,15,"base","9.5",164
"EG4725",5,15,"base","11.5",144
"EG4725",5,15,"base","13",142
"EG4725",5,15,"base","15",NA
"EG4725",5,15,"base","17",NA
"EG4725",5,15,"base","19",NA
"EG4725",5,15,"base","22",NA
"EG4725",5,15,"base","26.5",NA
"EG4725",5,15,"base","30",NA
"EG4725",5,15,"base","33.5",NA
"EG4725",6,19,"stim","1.5",165
"EG4725",6,19,"stim","3",79
"EG4725",6,19,"stim","4.5",178
"EG4725",6,19,"stim","6",303
"EG4725",6,19,"stim","8",234
"EG4725",6,19,"stim","9.5",71
"EG4725",6,19,"stim","11.5",222
"EG4725",6,19,"stim","13",40
"EG4725",6,19,"stim","15",0
"EG4725",6,19,"stim","17",0
"EG4725",6,19,"stim","19",NA
"EG4725",6,19,"stim","22",NA
"EG4725",6,19,"stim","26.5",NA
"EG4725",6,19,"stim","30",NA
"EG4725",6,19,"stim","33.5",NA
"EG4725",6,19,"base","1.5",151
"EG4725",6,19,"base","3",193
"EG4725",6,19,"base","4.5",245
"EG4725",6,19,"base","6",212
"EG4725",6,19,"base","8",224
"EG4725",6,19,"base","9.5",99
"EG4725",6,19,"base","11.5",234
"EG4725",6,19,"base","13",71
"EG4725",6,19,"base","15",114
"EG4725",6,19,"base","17",6
"EG4725",6,19,"base","19",NA
"EG4725",6,19,"base","22",NA
"EG4725",6,19,"base","26.5",NA
"EG4725",6,19,"base","30",NA
"EG4725",6,19,"base","33.5",NA
"EG4725",7,NA,"stim","1.5",0
"EG4725",7,NA,"stim","3",0
"EG4725",7,NA,"stim","4.5",0
"EG4725",7,NA,"stim","6",0
"EG4725",7,NA,"stim","8",0
"EG4725",7,NA,"stim","9.5",0
"EG4725",7,NA,"stim","11.5",0
"EG4725",7,NA,"stim","13",0
"EG4725",7,NA,"stim","15",0
"EG4725",7,NA,"stim","17",0
"EG4725",7,NA,"stim","19",0
"EG4725",7,NA,"stim","22",0
"EG4725",7,NA,"stim","26.5",0
"EG4725",7,NA,"stim","30",0
"EG4725",7,NA,"stim","33.5",0
"EG4725",7,NA,"base","1.5",0
"EG4725",7,NA,"base","3",0
"EG4725",7,NA,"base","4.5",0
"EG4725",7,NA,"base","6",0
"EG4725",7,NA,"base","8",0
"EG4725",7,NA,"base","9.5",0
"EG4725",7,NA,"base","11.5",0
"EG4725",7,NA,"base","13",0
"EG4725",7,NA,"base","15",0
"EG4725",7,NA,"base","17",0
"EG4725",7,NA,"base","19",0
"EG4725",7,NA,"base","22",0
"EG4725",7,NA,"base","26.5",0
"EG4725",7,NA,"base","30",0
"EG4725",7,NA,"base","33.5",0
"EG4725",8,15,"stim","1.5",184
"EG4725",8,15,"stim","3",22
"EG4725",8,15,"stim","4.5",114
"EG4725",8,15,"stim","6",122
"EG4725",8,15,"stim","8",99
"EG4725",8,15,"stim","9.5",92
"EG4725",8,15,"stim","11.5",140
"EG4725",8,15,"stim","13",0
"EG4725",8,15,"stim","15",NA
"EG4725",8,15,"stim","17",NA
"EG4725",8,15,"stim","19",NA
"EG4725",8,15,"stim","22",NA
"EG4725",8,15,"stim","26.5",NA
"EG4725",8,15,"stim","30",NA
"EG4725",8,15,"stim","33.5",NA
"EG4725",8,15,"base","1.5",158
"EG4725",8,15,"base","3",213
"EG4725",8,15,"base","4.5",106
"EG4725",8,15,"base","6",33
"EG4725",8,15,"base","8",209
"EG4725",8,15,"base","9.5",106
"EG4725",8,15,"base","11.5",161
"EG4725",8,15,"base","13",14
"EG4725",8,15,"base","15",NA
"EG4725",8,15,"base","17",NA
"EG4725",8,15,"base","19",NA
"EG4725",8,15,"base","22",NA
"EG4725",8,15,"base","26.5",NA
"EG4725",8,15,"base","30",NA
"EG4725",8,15,"base","33.5",NA
"EG4725",9,11.5,"stim","1.5",79
"EG4725",9,11.5,"stim","3",5
"EG4725",9,11.5,"stim","4.5",40
"EG4725",9,11.5,"stim","6",108
"EG4725",9,11.5,"stim","8",176
"EG4725",9,11.5,"stim","9.5",79
"EG4725",9,11.5,"stim","11.5",NA
"EG4725",9,11.5,"stim","13",NA
"EG4725",9,11.5,"stim","15",NA
"EG4725",9,11.5,"stim","17",NA
"EG4725",9,11.5,"stim","19",NA
"EG4725",9,11.5,"stim","22",NA
"EG4725",9,11.5,"stim","26.5",NA
"EG4725",9,11.5,"stim","30",NA
"EG4725",9,11.5,"stim","33.5",NA
"EG4725",9,11.5,"base","1.5",37
"EG4725",9,11.5,"base","3",33
"EG4725",9,11.5,"base","4.5",170
"EG4725",9,11.5,"base","6",86
"EG4725",9,11.5,"base","8",79
"EG4725",9,11.5,"base","9.5",56
"EG4725",9,11.5,"base","11.5",NA
"EG4725",9,11.5,"base","13",NA
"EG4725",9,11.5,"base","15",NA
"EG4725",9,11.5,"base","17",NA
"EG4725",9,11.5,"base","19",NA
"EG4725",9,11.5,"base","22",NA
"EG4725",9,11.5,"base","26.5",NA
"EG4725",9,11.5,"base","30",NA
"EG4725",9,11.5,"base","33.5",NA
"EG4725",10,15,"stim","1.5",179
"EG4725",10,15,"stim","3",4
"EG4725",10,15,"stim","4.5",83
"EG4725",10,15,"stim","6",81
"EG4725",10,15,"stim","8",119
"EG4725",10,15,"stim","9.5",56
"EG4725",10,15,"stim","11.5",167
"EG4725",10,15,"stim","13",203
"EG4725",10,15,"stim","15",NA
"EG4725",10,15,"stim","17",NA
"EG4725",10,15,"stim","19",NA
"EG4725",10,15,"stim","22",NA
"EG4725",10,15,"stim","26.5",NA
"EG4725",10,15,"stim","30",NA
"EG4725",10,15,"stim","33.5",NA
"EG4725",10,15,"base","1.5",93
"EG4725",10,15,"base","3",40
"EG4725",10,15,"base","4.5",0
"EG4725",10,15,"base","6",1
"EG4725",10,15,"base","8",28
"EG4725",10,15,"base","9.5",0
"EG4725",10,15,"base","11.5",142
"EG4725",10,15,"base","13",91
"EG4725",10,15,"base","15",NA
"EG4725",10,15,"base","17",NA
"EG4725",10,15,"base","19",NA
"EG4725",10,15,"base","22",NA
"EG4725",10,15,"base","26.5",NA
"EG4725",10,15,"base","30",NA
"EG4725",10,15,"base","33.5",NA
"EG4725",11,17,"stim","1.5",309
"EG4725",11,17,"stim","3",11
"EG4725",11,17,"stim","4.5",2
"EG4725",11,17,"stim","6",110
"EG4725",11,17,"stim","8",144
"EG4725",11,17,"stim","9.5",57
"EG4725",11,17,"stim","11.5",100
"EG4725",11,17,"stim","13",11
"EG4725",11,17,"stim","15",18
"EG4725",11,17,"stim","17",NA
"EG4725",11,17,"stim","19",NA
"EG4725",11,17,"stim","22",NA
"EG4725",11,17,"stim","26.5",NA
"EG4725",11,17,"stim","30",NA
"EG4725",11,17,"stim","33.5",NA
"EG4725",11,17,"base","1.5",295
"EG4725",11,17,"base","3",25
"EG4725",11,17,"base","4.5",0
"EG4725",11,17,"base","6",0
"EG4725",11,17,"base","8",127
"EG4725",11,17,"base","9.5",31
"EG4725",11,17,"base","11.5",46
"EG4725",11,17,"base","13",7
"EG4725",11,17,"base","15",37
"EG4725",11,17,"base","17",NA
"EG4725",11,17,"base","19",NA
"EG4725",11,17,"base","22",NA
"EG4725",11,17,"base","26.5",NA
"EG4725",11,17,"base","30",NA
"EG4725",11,17,"base","33.5",NA
"EG4725",12,13,"stim","1.5",71
"EG4725",12,13,"stim","3",210
"EG4725",12,13,"stim","4.5",81
"EG4725",12,13,"stim","6",163
"EG4725",12,13,"stim","8",20
"EG4725",12,13,"stim","9.5",171
"EG4725",12,13,"stim","11.5",235
"EG4725",12,13,"stim","13",NA
"EG4725",12,13,"stim","15",NA
"EG4725",12,13,"stim","17",NA
"EG4725",12,13,"stim","19",NA
"EG4725",12,13,"stim","22",NA
"EG4725",12,13,"stim","26.5",NA
"EG4725",12,13,"stim","30",NA
"EG4725",12,13,"stim","33.5",NA
"EG4725",12,13,"base","1.5",60
"EG4725",12,13,"base","3",55
"EG4725",12,13,"base","4.5",76
"EG4725",12,13,"base","6",124
"EG4725",12,13,"base","8",5
"EG4725",12,13,"base","9.5",150
"EG4725",12,13,"base","11.5",87
"EG4725",12,13,"base","13",NA
"EG4725",12,13,"base","15",NA
"EG4725",12,13,"base","17",NA
"EG4725",12,13,"base","19",NA
"EG4725",12,13,"base","22",NA
"EG4725",12,13,"base","26.5",NA
"EG4725",12,13,"base","30",NA
"EG4725",12,13,"base","33.5",NA
"EG4725",13,15,"stim","1.5",217
"EG4725",13,15,"stim","3",187
"EG4725",13,15,"stim","4.5",179
"EG4725",13,15,"stim","6",219
"EG4725",13,15,"stim","8",101
"EG4725",13,15,"stim","9.5",228
"EG4725",13,15,"stim","11.5",66
"EG4725",13,15,"stim","13",173
"EG4725",13,15,"stim","15",NA
"EG4725",13,15,"stim","17",NA
"EG4725",13,15,"stim","19",NA
"EG4725",13,15,"stim","22",NA
"EG4725",13,15,"stim","26.5",NA
"EG4725",13,15,"stim","30",NA
"EG4725",13,15,"stim","33.5",NA
"EG4725",13,15,"base","1.5",150
"EG4725",13,15,"base","3",128
"EG4725",13,15,"base","4.5",192
"EG4725",13,15,"base","6",256
"EG4725",13,15,"base","8",160
"EG4725",13,15,"base","9.5",104
"EG4725",13,15,"base","11.5",85
"EG4725",13,15,"base","13",267
"EG4725",13,15,"base","15",NA
"EG4725",13,15,"base","17",NA
"EG4725",13,15,"base","19",NA
"EG4725",13,15,"base","22",NA
"EG4725",13,15,"base","26.5",NA
"EG4725",13,15,"base","30",NA
"EG4725",13,15,"base","33.5",NA
"EG4725",14,15,"stim","1.5",69
"EG4725",14,15,"stim","3",87
"EG4725",14,15,"stim","4.5",143
"EG4725",14,15,"stim","6",214
"EG4725",14,15,"stim","8",113
"EG4725",14,15,"stim","9.5",50
"EG4725",14,15,"stim","11.5",228
"EG4725",14,15,"stim","13",55
"EG4725",14,15,"stim","15",NA
"EG4725",14,15,"stim","17",NA
"EG4725",14,15,"stim","19",NA
"EG4725",14,15,"stim","22",NA
"EG4725",14,15,"stim","26.5",NA
"EG4725",14,15,"stim","30",NA
"EG4725",14,15,"stim","33.5",NA
"EG4725",14,15,"base","1.5",15
"EG4725",14,15,"base","3",200
"EG4725",14,15,"base","4.5",153
"EG4725",14,15,"base","6",202
"EG4725",14,15,"base","8",67
"EG4725",14,15,"base","9.5",82
"EG4725",14,15,"base","11.5",62
"EG4725",14,15,"base","13",36
"EG4725",14,15,"base","15",NA
"EG4725",14,15,"base","17",NA
"EG4725",14,15,"base","19",NA
"EG4725",14,15,"base","22",NA
"EG4725",14,15,"base","26.5",NA
"EG4725",14,15,"base","30",NA
"EG4725",14,15,"base","33.5",NA
"EG4725",15,NA,"stim","1.5",0
"EG4725",15,NA,"stim","3",0
"EG4725",15,NA,"stim","4.5",0
"EG4725",15,NA,"stim","6",0
"EG4725",15,NA,"stim","8",0
"EG4725",15,NA,"stim","9.5",0
"EG4725",15,NA,"stim","11.5",0
"EG4725",15,NA,"stim","13",0
"EG4725",15,NA,"stim","15",0
"EG4725",15,NA,"stim","17",0
"EG4725",15,NA,"stim","19",0
"EG4725",15,NA,"stim","22",0
"EG4725",15,NA,"stim","26.5",0
"EG4725",15,NA,"stim","30",0
"EG4725",15,NA,"stim","33.5",0
"EG4725",15,NA,"base","1.5",0
"EG4725",15,NA,"base","3",0
"EG4725",15,NA,"base","4.5",0
"EG4725",15,NA,"base","6",0
"EG4725",15,NA,"base","8",0
"EG4725",15,NA,"base","9.5",0
"EG4725",15,NA,"base","11.5",0
"EG4725",15,NA,"base","13",0
"EG4725",15,NA,"base","15",0
"EG4725",15,NA,"base","17",0
"EG4725",15,NA,"base","19",0
"EG4725",15,NA,"base","22",0
"EG4725",15,NA,"base","26.5",0
"EG4725",15,NA,"base","30",0
"EG4725",15,NA,"base","33.5",0
"EG4725",16,17,"stim","1.5",171
"EG4725",16,17,"stim","3",182
"EG4725",16,17,"stim","4.5",171
"EG4725",16,17,"stim","6",99
"EG4725",16,17,"stim","8",102
"EG4725",16,17,"stim","9.5",143
"EG4725",16,17,"stim","11.5",89
"EG4725",16,17,"stim","13",89
"EG4725",16,17,"stim","15",7
"EG4725",16,17,"stim","17",NA
"EG4725",16,17,"stim","19",NA
"EG4725",16,17,"stim","22",NA
"EG4725",16,17,"stim","26.5",NA
"EG4725",16,17,"stim","30",NA
"EG4725",16,17,"stim","33.5",NA
"EG4725",16,17,"base","1.5",272
"EG4725",16,17,"base","3",77
"EG4725",16,17,"base","4.5",263
"EG4725",16,17,"base","6",319
"EG4725",16,17,"base","8",218
"EG4725",16,17,"base","9.5",208
"EG4725",16,17,"base","11.5",55
"EG4725",16,17,"base","13",104
"EG4725",16,17,"base","15",0
"EG4725",16,17,"base","17",NA
"EG4725",16,17,"base","19",NA
"EG4725",16,17,"base","22",NA
"EG4725",16,17,"base","26.5",NA
"EG4725",16,17,"base","30",NA
"EG4725",16,17,"base","33.5",NA
"EG4725",17,26.5,"stim","1.5",157
"EG4725",17,26.5,"stim","3",69
"EG4725",17,26.5,"stim","4.5",178
"EG4725",17,26.5,"stim","6",164
"EG4725",17,26.5,"stim","8",185
"EG4725",17,26.5,"stim","9.5",199
"EG4725",17,26.5,"stim","11.5",12
"EG4725",17,26.5,"stim","13",10
"EG4725",17,26.5,"stim","15",0
"EG4725",17,26.5,"stim","17",0
"EG4725",17,26.5,"stim","19",0
"EG4725",17,26.5,"stim","22",74
"EG4725",17,26.5,"stim","26.5",NA
"EG4725",17,26.5,"stim","30",NA
"EG4725",17,26.5,"stim","33.5",NA
"EG4725",17,26.5,"base","1.5",94
"EG4725",17,26.5,"base","3",192
"EG4725",17,26.5,"base","4.5",247
"EG4725",17,26.5,"base","6",161
"EG4725",17,26.5,"base","8",246
"EG4725",17,26.5,"base","9.5",330
"EG4725",17,26.5,"base","11.5",21
"EG4725",17,26.5,"base","13",137
"EG4725",17,26.5,"base","15",20
"EG4725",17,26.5,"base","17",0
"EG4725",17,26.5,"base","19",0
"EG4725",17,26.5,"base","22",97
"EG4725",17,26.5,"base","26.5",NA
"EG4725",17,26.5,"base","30",NA
"EG4725",17,26.5,"base","33.5",NA
"EG4725",18,17,"stim","1.5",119
"EG4725",18,17,"stim","3",15
"EG4725",18,17,"stim","4.5",127
"EG4725",18,17,"stim","6",167
"EG4725",18,17,"stim","8",137
"EG4725",18,17,"stim","9.5",208
"EG4725",18,17,"stim","11.5",91
"EG4725",18,17,"stim","13",24
"EG4725",18,17,"stim","15",13
"EG4725",18,17,"stim","17",NA
"EG4725",18,17,"stim","19",NA
"EG4725",18,17,"stim","22",NA
"EG4725",18,17,"stim","26.5",NA
"EG4725",18,17,"stim","30",NA
"EG4725",18,17,"stim","33.5",NA
"EG4725",18,17,"base","1.5",94
"EG4725",18,17,"base","3",6
"EG4725",18,17,"base","4.5",290
"EG4725",18,17,"base","6",309
"EG4725",18,17,"base","8",99
"EG4725",18,17,"base","9.5",140
"EG4725",18,17,"base","11.5",28
"EG4725",18,17,"base","13",69
"EG4725",18,17,"base","15",0
"EG4725",18,17,"base","17",NA
"EG4725",18,17,"base","19",NA
"EG4725",18,17,"base","22",NA
"EG4725",18,17,"base","26.5",NA
"EG4725",18,17,"base","30",NA
"EG4725",18,17,"base","33.5",NA
"EG4725",19,15,"stim","1.5",96
"EG4725",19,15,"stim","3",96
"EG4725",19,15,"stim","4.5",105
"EG4725",19,15,"stim","6",324
"EG4725",19,15,"stim","8",79
"EG4725",19,15,"stim","9.5",36
"EG4725",19,15,"stim","11.5",58
"EG4725",19,15,"stim","13",11
"EG4725",19,15,"stim","15",NA
"EG4725",19,15,"stim","17",NA
"EG4725",19,15,"stim","19",NA
"EG4725",19,15,"stim","22",NA
"EG4725",19,15,"stim","26.5",NA
"EG4725",19,15,"stim","30",NA
"EG4725",19,15,"stim","33.5",NA
"EG4725",19,15,"base","1.5",148
"EG4725",19,15,"base","3",214
"EG4725",19,15,"base","4.5",134
"EG4725",19,15,"base","6",330
"EG4725",19,15,"base","8",229
"EG4725",19,15,"base","9.5",164
"EG4725",19,15,"base","11.5",25
"EG4725",19,15,"base","13",0
"EG4725",19,15,"base","15",NA
"EG4725",19,15,"base","17",NA
"EG4725",19,15,"base","19",NA
"EG4725",19,15,"base","22",NA
"EG4725",19,15,"base","26.5",NA
"EG4725",19,15,"base","30",NA
"EG4725",19,15,"base","33.5",NA
"EG4725",20,17,"stim","1.5",148
"EG4725",20,17,"stim","3",86
"EG4725",20,17,"stim","4.5",19
"EG4725",20,17,"stim","6",318
"EG4725",20,17,"stim","8",191
"EG4725",20,17,"stim","9.5",251
"EG4725",20,17,"stim","11.5",8
"EG4725",20,17,"stim","13",82
"EG4725",20,17,"stim","15",6
"EG4725",20,17,"stim","17",NA
"EG4725",20,17,"stim","19",NA
"EG4725",20,17,"stim","22",NA
"EG4725",20,17,"stim","26.5",NA
"EG4725",20,17,"stim","30",NA
"EG4725",20,17,"stim","33.5",NA
"EG4725",20,17,"base","1.5",155
"EG4725",20,17,"base","3",0
"EG4725",20,17,"base","4.5",54
"EG4725",20,17,"base","6",247
"EG4725",20,17,"base","8",82
"EG4725",20,17,"base","9.5",8
"EG4725",20,17,"base","11.5",0
"EG4725",20,17,"base","13",84
"EG4725",20,17,"base","15",72
"EG4725",20,17,"base","17",NA
"EG4725",20,17,"base","19",NA
"EG4725",20,17,"base","22",NA
"EG4725",20,17,"base","26.5",NA
"EG4725",20,17,"base","30",NA
"EG4725",20,17,"base","33.5",NA
"JT11398",1,15,"stim","1.5",0
"JT11398",1,15,"stim","3",20
"JT11398",1,15,"stim","4.5",0
"JT11398",1,15,"stim","6",84
"JT11398",1,15,"stim","8",0
"JT11398",1,15,"stim","9.5",71
"JT11398",1,15,"stim","11.5",137
"JT11398",1,15,"stim","13",120
"JT11398",1,15,"stim","15",NA
"JT11398",1,15,"stim","17",NA
"JT11398",1,15,"stim","19",NA
"JT11398",1,15,"stim","22",NA
"JT11398",1,15,"stim","26.5",NA
"JT11398",1,15,"stim","30",NA
"JT11398",1,15,"stim","33.5",NA
"JT11398",1,15,"base","1.5",28
"JT11398",1,15,"base","3",21
"JT11398",1,15,"base","4.5",0
"JT11398",1,15,"base","6",56
"JT11398",1,15,"base","8",191
"JT11398",1,15,"base","9.5",28
"JT11398",1,15,"base","11.5",40
"JT11398",1,15,"base","13",0
"JT11398",1,15,"base","15",NA
"JT11398",1,15,"base","17",NA
"JT11398",1,15,"base","19",NA
"JT11398",1,15,"base","22",NA
"JT11398",1,15,"base","26.5",NA
"JT11398",1,15,"base","30",NA
"JT11398",1,15,"base","33.5",NA
"JT11398",2,22,"stim","1.5",0
"JT11398",2,22,"stim","3",0
"JT11398",2,22,"stim","4.5",198
"JT11398",2,22,"stim","6",145
"JT11398",2,22,"stim","8",139
"JT11398",2,22,"stim","9.5",101
"JT11398",2,22,"stim","11.5",9
"JT11398",2,22,"stim","13",29
"JT11398",2,22,"stim","15",0
"JT11398",2,22,"stim","17",0
"JT11398",2,22,"stim","19",13
"JT11398",2,22,"stim","22",NA
"JT11398",2,22,"stim","26.5",NA
"JT11398",2,22,"stim","30",NA
"JT11398",2,22,"stim","33.5",NA
"JT11398",2,22,"base","1.5",39
"JT11398",2,22,"base","3",4
"JT11398",2,22,"base","4.5",46
"JT11398",2,22,"base","6",31
"JT11398",2,22,"base","8",191
"JT11398",2,22,"base","9.5",120
"JT11398",2,22,"base","11.5",19
"JT11398",2,22,"base","13",8
"JT11398",2,22,"base","15",0
"JT11398",2,22,"base","17",0
"JT11398",2,22,"base","19",0
"JT11398",2,22,"base","22",NA
"JT11398",2,22,"base","26.5",NA
"JT11398",2,22,"base","30",NA
"JT11398",2,22,"base","33.5",NA
"JT11398",3,NA,"stim","1.5",0
"JT11398",3,NA,"stim","3",0
"JT11398",3,NA,"stim","4.5",0
"JT11398",3,NA,"stim","6",0
"JT11398",3,NA,"stim","8",0
"JT11398",3,NA,"stim","9.5",0
"JT11398",3,NA,"stim","11.5",0
"JT11398",3,NA,"stim","13",0
"JT11398",3,NA,"stim","15",0
"JT11398",3,NA,"stim","17",0
"JT11398",3,NA,"stim","19",0
"JT11398",3,NA,"stim","22",0
"JT11398",3,NA,"stim","26.5",0
"JT11398",3,NA,"stim","30",0
"JT11398",3,NA,"stim","33.5",0
"JT11398",3,NA,"base","1.5",0
"JT11398",3,NA,"base","3",0
"JT11398",3,NA,"base","4.5",0
"JT11398",3,NA,"base","6",0
"JT11398",3,NA,"base","8",0
"JT11398",3,NA,"base","9.5",0
"JT11398",3,NA,"base","11.5",0
"JT11398",3,NA,"base","13",0
"JT11398",3,NA,"base","15",0
"JT11398",3,NA,"base","17",0
"JT11398",3,NA,"base","19",0
"JT11398",3,NA,"base","22",0
"JT11398",3,NA,"base","26.5",0
"JT11398",3,NA,"base","30",0
"JT11398",3,NA,"base","33.5",0
"JT11398",4,19,"stim","1.5",100
"JT11398",4,19,"stim","3",148
"JT11398",4,19,"stim","4.5",95
"JT11398",4,19,"stim","6",60
"JT11398",4,19,"stim","8",120
"JT11398",4,19,"stim","9.5",161
"JT11398",4,19,"stim","11.5",103
"JT11398",4,19,"stim","13",22
"JT11398",4,19,"stim","15",0
"JT11398",4,19,"stim","17",8
"JT11398",4,19,"stim","19",NA
"JT11398",4,19,"stim","22",NA
"JT11398",4,19,"stim","26.5",NA
"JT11398",4,19,"stim","30",NA
"JT11398",4,19,"stim","33.5",NA
"JT11398",4,19,"base","1.5",87
"JT11398",4,19,"base","3",8
"JT11398",4,19,"base","4.5",139
"JT11398",4,19,"base","6",103
"JT11398",4,19,"base","8",46
"JT11398",4,19,"base","9.5",210
"JT11398",4,19,"base","11.5",16
"JT11398",4,19,"base","13",0
"JT11398",4,19,"base","15",0
"JT11398",4,19,"base","17",0
"JT11398",4,19,"base","19",NA
"JT11398",4,19,"base","22",NA
"JT11398",4,19,"base","26.5",NA
"JT11398",4,19,"base","30",NA
"JT11398",4,19,"base","33.5",NA
"JT11398",5,19,"stim","1.5",224
"JT11398",5,19,"stim","3",214
"JT11398",5,19,"stim","4.5",250
"JT11398",5,19,"stim","6",162
"JT11398",5,19,"stim","8",109
"JT11398",5,19,"stim","9.5",126
"JT11398",5,19,"stim","11.5",167
"JT11398",5,19,"stim","13",144
"JT11398",5,19,"stim","15",61
"JT11398",5,19,"stim","17",52
"JT11398",5,19,"stim","19",NA
"JT11398",5,19,"stim","22",NA
"JT11398",5,19,"stim","26.5",NA
"JT11398",5,19,"stim","30",NA
"JT11398",5,19,"stim","33.5",NA
"JT11398",5,19,"base","1.5",203
"JT11398",5,19,"base","3",198
"JT11398",5,19,"base","4.5",236
"JT11398",5,19,"base","6",86
"JT11398",5,19,"base","8",126
"JT11398",5,19,"base","9.5",224
"JT11398",5,19,"base","11.5",174
"JT11398",5,19,"base","13",71
"JT11398",5,19,"base","15",185
"JT11398",5,19,"base","17",48
"JT11398",5,19,"base","19",NA
"JT11398",5,19,"base","22",NA
"JT11398",5,19,"base","26.5",NA
"JT11398",5,19,"base","30",NA
"JT11398",5,19,"base","33.5",NA
"JT11398",6,19,"stim","1.5",156
"JT11398",6,19,"stim","3",218
"JT11398",6,19,"stim","4.5",116
"JT11398",6,19,"stim","6",148
"JT11398",6,19,"stim","8",114
"JT11398",6,19,"stim","9.5",149
"JT11398",6,19,"stim","11.5",18
"JT11398",6,19,"stim","13",22
"JT11398",6,19,"stim","15",0
"JT11398",6,19,"stim","17",18
"JT11398",6,19,"stim","19",NA
"JT11398",6,19,"stim","22",NA
"JT11398",6,19,"stim","26.5",NA
"JT11398",6,19,"stim","30",NA
"JT11398",6,19,"stim","33.5",NA
"JT11398",6,19,"base","1.5",122
"JT11398",6,19,"base","3",57
"JT11398",6,19,"base","4.5",109
"JT11398",6,19,"base","6",206
"JT11398",6,19,"base","8",134
"JT11398",6,19,"base","9.5",157
"JT11398",6,19,"base","11.5",79
"JT11398",6,19,"base","13",63
"JT11398",6,19,"base","15",0
"JT11398",6,19,"base","17",23
"JT11398",6,19,"base","19",NA
"JT11398",6,19,"base","22",NA
"JT11398",6,19,"base","26.5",NA
"JT11398",6,19,"base","30",NA
"JT11398",6,19,"base","33.5",NA
"JT11398",7,19,"stim","1.5",83
"JT11398",7,19,"stim","3",291
"JT11398",7,19,"stim","4.5",223
"JT11398",7,19,"stim","6",154
"JT11398",7,19,"stim","8",31
"JT11398",7,19,"stim","9.5",226
"JT11398",7,19,"stim","11.5",206
"JT11398",7,19,"stim","13",0
"JT11398",7,19,"stim","15",0
"JT11398",7,19,"stim","17",43
"JT11398",7,19,"stim","19",NA
"JT11398",7,19,"stim","22",NA
"JT11398",7,19,"stim","26.5",NA
"JT11398",7,19,"stim","30",NA
"JT11398",7,19,"stim","33.5",NA
"JT11398",7,19,"base","1.5",0
"JT11398",7,19,"base","3",128
"JT11398",7,19,"base","4.5",108
"JT11398",7,19,"base","6",86
"JT11398",7,19,"base","8",114
"JT11398",7,19,"base","9.5",213
"JT11398",7,19,"base","11.5",101
"JT11398",7,19,"base","13",102
"JT11398",7,19,"base","15",0
"JT11398",7,19,"base","17",137
"JT11398",7,19,"base","19",NA
"JT11398",7,19,"base","22",NA
"JT11398",7,19,"base","26.5",NA
"JT11398",7,19,"base","30",NA
"JT11398",7,19,"base","33.5",NA
"JT11398",8,22,"stim","1.5",145
"JT11398",8,22,"stim","3",119
"JT11398",8,22,"stim","4.5",145
"JT11398",8,22,"stim","6",193
