"strain","rep","life_span","activity_type","time_d","activity"
"JT11398",12,19,"stim","22",NA
"JT11398",12,19,"stim","26.5",NA
"JT11398",12,19,"stim","30",NA
"JT11398",12,19,"stim","33.5",NA
"JT11398",12,19,"base","1.5",9
"JT11398",12,19,"base","3",125
"JT11398",12,19,"base","4.5",192
"JT11398",12,19,"base","6",195
"JT11398",12,19,"base","8",135
"JT11398",12,19,"base","9.5",80
"JT11398",12,19,"base","11.5",56
"JT11398",12,19,"base","13",192
"JT11398",12,19,"base","15",10
"JT11398",12,19,"base","17",48
"JT11398",12,19,"base","19",NA
"JT11398",12,19,"base","22",NA
"JT11398",12,19,"base","26.5",NA
"JT11398",12,19,"base","30",NA
"JT11398",12,19,"base","33.5",NA
"JT11398",13,19,"stim","1.5",1
"JT11398",13,19,"stim","3",104
"JT11398",13,19,"stim","4.5",142
"JT11398",13,19,"stim","6",120
"JT11398",13,19,"stim","8",237
"JT11398",13,19,"stim","9.5",80
"JT11398",13,19,"stim","11.5",37
"JT11398",13,19,"stim","13",17
"JT11398",13,19,"stim","15",119
"JT11398",13,19,"stim","17",150
"JT11398",13,19,"stim","19",NA
"JT11398",13,19,"stim","22",NA
"JT11398",13,19,"stim","26.5",NA
"JT11398",13,19,"stim","30",NA
"JT11398",13,19,"stim","33.5",NA
"JT11398",13,19,"base","1.5",0
"JT11398",13,19,"base","3",90
"JT11398",13,19,"base","4.5",157
"JT11398",13,19,"base","6",63
"JT11398",13,19,"base","8",76
"JT11398",13,19,"base","9.5",123
"JT11398",13,19,"base","11.5",0
"JT11398",13,19,"base","13",58
"JT11398",13,19,"base","15",96
"JT11398",13,19,"base","17",122
"JT11398",13,19,"base","19",NA
"JT11398",13,19,"base","22",NA
"JT11398",13,19,"base","26.5",NA
"JT11398",13,19,"base","30",NA
"JT11398",13,19,"base","33.5",NA
"JT11398",14,22,"stim","1.5",0
"JT11398",14,22,"stim","3",10
"JT11398",14,22,"stim","4.5",59
"JT11398",14,22,"stim","6",49
"JT11398",14,22,"stim","8",38
"JT11398",14,22,"stim","9.5",163
"JT11398",14,22,"stim","11.5",26
"JT11398",14,22,"stim","13",61
"JT11398",14,22,"stim","15",0
"JT11398",14,22,"stim","17",3
"JT11398",14,22,"stim","19",89
"JT11398",14,22,"stim","22",NA
"JT11398",14,22,"stim","26.5",NA
"JT11398",14,22,"stim","30",NA
"JT11398",14,22,"stim","33.5",NA
"JT11398",14,22,"base","1.5",0
"JT11398",14,22,"base","3",81
"JT11398",14,22,"base","4.5",208
"JT11398",14,22,"base","6",100
"JT11398",14,22,"base","8",15
"JT11398",14,22,"base","9.5",36
"JT11398",14,22,"base","11.5",0
"JT11398",14,22,"base","13",44
"JT11398",14,22,"base","15",46
"JT11398",14,22,"base","17",31
"JT11398",14,22,"base","19",0
"JT11398",14,22,"base","22",NA
"JT11398",14,22,"base","26.5",NA
"JT11398",14,22,"base","30",NA
"JT11398",14,22,"base","33.5",NA
"JT11398",15,15,"stim","1.5",0
"JT11398",15,15,"stim","3",15
"JT11398",15,15,"stim","4.5",133
"JT11398",15,15,"stim","6",65
"JT11398",15,15,"stim","8",118
"JT11398",15,15,"stim","9.5",103
"JT11398",15,15,"stim","11.5",23
"JT11398",15,15,"stim","13",41
"JT11398",15,15,"stim","15",NA
"JT11398",15,15,"stim","17",NA
"JT11398",15,15,"stim","19",NA
"JT11398",15,15,"stim","22",NA
"JT11398",15,15,"stim","26.5",NA
"JT11398",15,15,"stim","30",NA
"JT11398",15,15,"stim","33.5",NA
"JT11398",15,15,"base","1.5",0
"JT11398",15,15,"base","3",55
"JT11398",15,15,"base","4.5",78
"JT11398",15,15,"base","6",52
"JT11398",15,15,"base","8",176
"JT11398",15,15,"base","9.5",205
"JT11398",15,15,"base","11.5",44
"JT11398",15,15,"base","13",34
"JT11398",15,15,"base","15",NA
"JT11398",15,15,"base","17",NA
"JT11398",15,15,"base","19",NA
"JT11398",15,15,"base","22",NA
"JT11398",15,15,"base","26.5",NA
"JT11398",15,15,"base","30",NA
"JT11398",15,15,"base","33.5",NA
"JT11398",16,26.5,"stim","1.5",234
"JT11398",16,26.5,"stim","3",217
"JT11398",16,26.5,"stim","4.5",139
"JT11398",16,26.5,"stim","6",259
"JT11398",16,26.5,"stim","8",52
"JT11398",16,26.5,"stim","9.5",170
"JT11398",16,26.5,"stim","11.5",103
"JT11398",16,26.5,"stim","13",12
"JT11398",16,26.5,"stim","15",34
"JT11398",16,26.5,"stim","17",0
"JT11398",16,26.5,"stim","19",0
"JT11398",16,26.5,"stim","22",38
"JT11398",16,26.5,"stim","26.5",NA
"JT11398",16,26.5,"stim","30",NA
"JT11398",16,26.5,"stim","33.5",NA
"JT11398",16,26.5,"base","1.5",131
"JT11398",16,26.5,"base","3",62
"JT11398",16,26.5,"base","4.5",125
"JT11398",16,26.5,"base","6",127
"JT11398",16,26.5,"base","8",37
"JT11398",16,26.5,"base","9.5",180
"JT11398",16,26.5,"base","11.5",77
"JT11398",16,26.5,"base","13",17
"JT11398",16,26.5,"base","15",1
"JT11398",16,26.5,"base","17",0
"JT11398",16,26.5,"base","19",0
"JT11398",16,26.5,"base","22",0
"JT11398",16,26.5,"base","26.5",NA
"JT11398",16,26.5,"base","30",NA
"JT11398",16,26.5,"base","33.5",NA
"JT11398",17,19,"stim","1.5",132
"JT11398",17,19,"stim","3",222
"JT11398",17,19,"stim","4.5",38
"JT11398",17,19,"stim","6",55
"JT11398",17,19,"stim","8",34
"JT11398",17,19,"stim","9.5",280
"JT11398",17,19,"stim","11.5",23
"JT11398",17,19,"stim","13",40
"JT11398",17,19,"stim","15",0
"JT11398",17,19,"stim","17",28
"JT11398",17,19,"stim","19",NA
"JT11398",17,19,"stim","22",NA
"JT11398",17,19,"stim","26.5",NA
"JT11398",17,19,"stim","30",NA
"JT11398",17,19,"stim","33.5",NA
"JT11398",17,19,"base","1.5",155
"JT11398",17,19,"base","3",254
"JT11398",17,19,"base","4.5",0
"JT11398",17,19,"base","6",96
"JT11398",17,19,"base","8",29
"JT11398",17,19,"base","9.5",195
"JT11398",17,19,"base","11.5",112
"JT11398",17,19,"base","13",13
"JT11398",17,19,"base","15",0
"JT11398",17,19,"base","17",61
"JT11398",17,19,"base","19",NA
"JT11398",17,19,"base","22",NA
"JT11398",17,19,"base","26.5",NA
"JT11398",17,19,"base","30",NA
"JT11398",17,19,"base","33.5",NA
"JT11398",18,19,"stim","1.5",131
"JT11398",18,19,"stim","3",154
"JT11398",18,19,"stim","4.5",81
"JT11398",18,19,"stim","6",200
"JT11398",18,19,"stim","8",49
"JT11398",18,19,"stim","9.5",294
"JT11398",18,19,"stim","11.5",42
"JT11398",18,19,"stim","13",1
"JT11398",18,19,"stim","15",32
"JT11398",18,19,"stim","17",0
"JT11398",18,19,"stim","19",NA
"JT11398",18,19,"stim","22",NA
"JT11398",18,19,"stim","26.5",NA
"JT11398",18,19,"stim","30",NA
"JT11398",18,19,"stim","33.5",NA
"JT11398",18,19,"base","1.5",113
"JT11398",18,19,"base","3",79
"JT11398",18,19,"base","4.5",186
"JT11398",18,19,"base","6",85
"JT11398",18,19,"base","8",193
"JT11398",18,19,"base","9.5",216
"JT11398",18,19,"base","11.5",150
"JT11398",18,19,"base","13",171
"JT11398",18,19,"base","15",13
"JT11398",18,19,"base","17",32
"JT11398",18,19,"base","19",NA
"JT11398",18,19,"base","22",NA
"JT11398",18,19,"base","26.5",NA
"JT11398",18,19,"base","30",NA
"JT11398",18,19,"base","33.5",NA
"JT11398",19,19,"stim","1.5",164
"JT11398",19,19,"stim","3",333
"JT11398",19,19,"stim","4.5",256
"JT11398",19,19,"stim","6",24
"JT11398",19,19,"stim","8",131
"JT11398",19,19,"stim","9.5",61
"JT11398",19,19,"stim","11.5",37
"JT11398",19,19,"stim","13",44
"JT11398",19,19,"stim","15",42
"JT11398",19,19,"stim","17",3
"JT11398",19,19,"stim","19",NA
"JT11398",19,19,"stim","22",NA
"JT11398",19,19,"stim","26.5",NA
"JT11398",19,19,"stim","30",NA
"JT11398",19,19,"stim","33.5",NA
"JT11398",19,19,"base","1.5",0
"JT11398",19,19,"base","3",70
"JT11398",19,19,"base","4.5",115
"JT11398",19,19,"base","6",31
"JT11398",19,19,"base","8",98
"JT11398",19,19,"base","9.5",247
"JT11398",19,19,"base","11.5",158
"JT11398",19,19,"base","13",7
"JT11398",19,19,"base","15",91
"JT11398",19,19,"base","17",6
"JT11398",19,19,"base","19",NA
"JT11398",19,19,"base","22",NA
"JT11398",19,19,"base","26.5",NA
"JT11398",19,19,"base","30",NA
"JT11398",19,19,"base","33.5",NA
"JT11398",20,22,"stim","1.5",74
"JT11398",20,22,"stim","3",148
"JT11398",20,22,"stim","4.5",125
"JT11398",20,22,"stim","6",55
"JT11398",20,22,"stim","8",130
"JT11398",20,22,"stim","9.5",28
"JT11398",20,22,"stim","11.5",191
"JT11398",20,22,"stim","13",1
"JT11398",20,22,"stim","15",67
"JT11398",20,22,"stim","17",1
"JT11398",20,22,"stim","19",38
"JT11398",20,22,"stim","22",NA
"JT11398",20,22,"stim","26.5",NA
"JT11398",20,22,"stim","30",NA
"JT11398",20,22,"stim","33.5",NA
"JT11398",20,22,"base","1.5",136
"JT11398",20,22,"base","3",94
"JT11398",20,22,"base","4.5",189
"JT11398",20,22,"base","6",123
"JT11398",20,22,"base","8",143
"JT11398",20,22,"base","9.5",165
"JT11398",20,22,"base","11.5",58
"JT11398",20,22,"base","13",11
"JT11398",20,22,"base","15",95
"JT11398",20,22,"base","17",15
"JT11398",20,22,"base","19",0
"JT11398",20,22,"base","22",NA
"JT11398",20,22,"base","26.5",NA
"JT11398",20,22,"base","30",NA
"JT11398",20,22,"base","33.5",NA
"JU258",1,17,"stim","1.5",157
"JU258",1,17,"stim","3",701
"JU258",1,17,"stim","4.5",273
"JU258",1,17,"stim","6",244
"JU258",1,17,"stim","8",231
"JU258",1,17,"stim","9.5",0
"JU258",1,17,"stim","11.5",35
"JU258",1,17,"stim","13",136
"JU258",1,17,"stim","15",15
"JU258",1,17,"stim","17",NA
"JU258",1,17,"stim","19",NA
"JU258",1,17,"stim","22",NA
"JU258",1,17,"stim","26.5",NA
"JU258",1,17,"stim","30",NA
"JU258",1,17,"stim","33.5",NA
"JU258",1,17,"base","1.5",121
"JU258",1,17,"base","3",863
"JU258",1,17,"base","4.5",253
"JU258",1,17,"base","6",241
"JU258",1,17,"base","8",0
"JU258",1,17,"base","9.5",32
"JU258",1,17,"base","11.5",0
"JU258",1,17,"base","13",157
"JU258",1,17,"base","15",7
"JU258",1,17,"base","17",NA
"JU258",1,17,"base","19",NA
"JU258",1,17,"base","22",NA
"JU258",1,17,"base","26.5",NA
"JU258",1,17,"base","30",NA
"JU258",1,17,"base","33.5",NA
"JU258",2,19,"stim","1.5",130
"JU258",2,19,"stim","3",122
"JU258",2,19,"stim","4.5",111
"JU258",2,19,"stim","6",24
"JU258",2,19,"stim","8",141
"JU258",2,19,"stim","9.5",136
"JU258",2,19,"stim","11.5",32
"JU258",2,19,"stim","13",74
"JU258",2,19,"stim","15",28
"JU258",2,19,"stim","17",0
"JU258",2,19,"stim","19",NA
"JU258",2,19,"stim","22",NA
"JU258",2,19,"stim","26.5",NA
"JU258",2,19,"stim","30",NA
"JU258",2,19,"stim","33.5",NA
"JU258",2,19,"base","1.5",94
"JU258",2,19,"base","3",807
"JU258",2,19,"base","4.5",83
"JU258",2,19,"base","6",14
"JU258",2,19,"base","8",184
"JU258",2,19,"base","9.5",231
"JU258",2,19,"base","11.5",71
"JU258",2,19,"base","13",193
"JU258",2,19,"base","15",40
"JU258",2,19,"base","17",7
"JU258",2,19,"base","19",NA
"JU258",2,19,"base","22",NA
"JU258",2,19,"base","26.5",NA
"JU258",2,19,"base","30",NA
"JU258",2,19,"base","33.5",NA
"JU258",3,17,"stim","1.5",171
"JU258",3,17,"stim","3",116
"JU258",3,17,"stim","4.5",161
"JU258",3,17,"stim","6",38
"JU258",3,17,"stim","8",186
"JU258",3,17,"stim","9.5",184
"JU258",3,17,"stim","11.5",2
"JU258",3,17,"stim","13",162
"JU258",3,17,"stim","15",15
"JU258",3,17,"stim","17",NA
"JU258",3,17,"stim","19",NA
"JU258",3,17,"stim","22",NA
"JU258",3,17,"stim","26.5",NA
"JU258",3,17,"stim","30",NA
"JU258",3,17,"stim","33.5",NA
"JU258",3,17,"base","1.5",137
"JU258",3,17,"base","3",216
"JU258",3,17,"base","4.5",94
"JU258",3,17,"base","6",192
"JU258",3,17,"base","8",222
"JU258",3,17,"base","9.5",267
"JU258",3,17,"base","11.5",2
"JU258",3,17,"base","13",3
"JU258",3,17,"base","15",9
"JU258",3,17,"base","17",NA
"JU258",3,17,"base","19",NA
"JU258",3,17,"base","22",NA
"JU258",3,17,"base","26.5",NA
"JU258",3,17,"base","30",NA
"JU258",3,17,"base","33.5",NA
"JU258",4,19,"stim","1.5",191
"JU258",4,19,"stim","3",185
"JU258",4,19,"stim","4.5",291
"JU258",4,19,"stim","6",14
"JU258",4,19,"stim","8",61
"JU258",4,19,"stim","9.5",24
"JU258",4,19,"stim","11.5",11
"JU258",4,19,"stim","13",14
"JU258",4,19,"stim","15",0
"JU258",4,19,"stim","17",21
"JU258",4,19,"stim","19",NA
"JU258",4,19,"stim","22",NA
"JU258",4,19,"stim","26.5",NA
"JU258",4,19,"stim","30",NA
"JU258",4,19,"stim","33.5",NA
"JU258",4,19,"base","1.5",0
"JU258",4,19,"base","3",10
"JU258",4,19,"base","4.5",265
"JU258",4,19,"base","6",9
"JU258",4,19,"base","8",169
"JU258",4,19,"base","9.5",105
"JU258",4,19,"base","11.5",16
"JU258",4,19,"base","13",5
"JU258",4,19,"base","15",78
"JU258",4,19,"base","17",0
"JU258",4,19,"base","19",NA
"JU258",4,19,"base","22",NA
"JU258",4,19,"base","26.5",NA
"JU258",4,19,"base","30",NA
"JU258",4,19,"base","33.5",NA
"JU258",5,15,"stim","1.5",14
"JU258",5,15,"stim","3",3
"JU258",5,15,"stim","4.5",119
"JU258",5,15,"stim","6",173
"JU258",5,15,"stim","8",230
"JU258",5,15,"stim","9.5",137
"JU258",5,15,"stim","11.5",48
"JU258",5,15,"stim","13",0
"JU258",5,15,"stim","15",NA
"JU258",5,15,"stim","17",NA
"JU258",5,15,"stim","19",NA
"JU258",5,15,"stim","22",NA
"JU258",5,15,"stim","26.5",NA
"JU258",5,15,"stim","30",NA
"JU258",5,15,"stim","33.5",NA
"JU258",5,15,"base","1.5",2
"JU258",5,15,"base","3",0
"JU258",5,15,"base","4.5",184
"JU258",5,15,"base","6",79
"JU258",5,15,"base","8",245
"JU258",5,15,"base","9.5",205
"JU258",5,15,"base","11.5",106
"JU258",5,15,"base","13",5
"JU258",5,15,"base","15",NA
"JU258",5,15,"base","17",NA
"JU258",5,15,"base","19",NA
"JU258",5,15,"base","22",NA
"JU258",5,15,"base","26.5",NA
"JU258",5,15,"base","30",NA
"JU258",5,15,"base","33.5",NA
"JU258",6,19,"stim","1.5",150
"JU258",6,19,"stim","3",16
"JU258",6,19,"stim","4.5",20
"JU258",6,19,"stim","6",259
"JU258",6,19,"stim","8",209
"JU258",6,19,"stim","9.5",120
"JU258",6,19,"stim","11.5",97
"JU258",6,19,"stim","13",104
"JU258",6,19,"stim","15",20
"JU258",6,19,"stim","17",9
"JU258",6,19,"stim","19",NA
"JU258",6,19,"stim","22",NA
"JU258",6,19,"stim","26.5",NA
"JU258",6,19,"stim","30",NA
"JU258",6,19,"stim","33.5",NA
"JU258",6,19,"base","1.5",131
"JU258",6,19,"base","3",15
"JU258",6,19,"base","4.5",140
"JU258",6,19,"base","6",292
"JU258",6,19,"base","8",278
"JU258",6,19,"base","9.5",202
"JU258",6,19,"base","11.5",169
"JU258",6,19,"base","13",181
"JU258",6,19,"base","15",6
"JU258",6,19,"base","17",5
"JU258",6,19,"base","19",NA
"JU258",6,19,"base","22",NA
"JU258",6,19,"base","26.5",NA
"JU258",6,19,"base","30",NA
"JU258",6,19,"base","33.5",NA
"JU258",7,NA,"stim","1.5",0
"JU258",7,NA,"stim","3",0
"JU258",7,NA,"stim","4.5",0
"JU258",7,NA,"stim","6",0
"JU258",7,NA,"stim","8",0
"JU258",7,NA,"stim","9.5",0
"JU258",7,NA,"stim","11.5",0
"JU258",7,NA,"stim","13",0
"JU258",7,NA,"stim","15",0
"JU258",7,NA,"stim","17",0
"JU258",7,NA,"stim","19",0
"JU258",7,NA,"stim","22",0
"JU258",7,NA,"stim","26.5",0
"JU258",7,NA,"stim","30",0
"JU258",7,NA,"stim","33.5",0
"JU258",7,NA,"base","1.5",0
"JU258",7,NA,"base","3",0
"JU258",7,NA,"base","4.5",0
"JU258",7,NA,"base","6",0
"JU258",7,NA,"base","8",0
"JU258",7,NA,"base","9.5",0
"JU258",7,NA,"base","11.5",0
"JU258",7,NA,"base","13",0
"JU258",7,NA,"base","15",0
"JU258",7,NA,"base","17",0
"JU258",7,NA,"base","19",0
"JU258",7,NA,"base","22",0
"JU258",7,NA,"base","26.5",0
"JU258",7,NA,"base","30",0
"JU258",7,NA,"base","33.5",0
"JU258",8,19,"stim","1.5",151
"JU258",8,19,"stim","3",18
"JU258",8,19,"stim","4.5",125
"JU258",8,19,"stim","6",155
"JU258",8,19,"stim","8",153
"JU258",8,19,"stim","9.5",98
"JU258",8,19,"stim","11.5",0
"JU258",8,19,"stim","13",105
"JU258",8,19,"stim","15",1
"JU258",8,19,"stim","17",9
"JU258",8,19,"stim","19",NA
"JU258",8,19,"stim","22",NA
"JU258",8,19,"stim","26.5",NA
"JU258",8,19,"stim","30",NA
"JU258",8,19,"stim","33.5",NA
"JU258",8,19,"base","1.5",110
"JU258",8,19,"base","3",9
"JU258",8,19,"base","4.5",36
"JU258",8,19,"base","6",0
"JU258",8,19,"base","8",172
"JU258",8,19,"base","9.5",123
"JU258",8,19,"base","11.5",1
"JU258",8,19,"base","13",35
"JU258",8,19,"base","15",0
"JU258",8,19,"base","17",7
"JU258",8,19,"base","19",NA
"JU258",8,19,"base","22",NA
"JU258",8,19,"base","26.5",NA
"JU258",8,19,"base","30",NA
"JU258",8,19,"base","33.5",NA
"JU258",9,19,"stim","1.5",44
"JU258",9,19,"stim","3",109
"JU258",9,19,"stim","4.5",3
"JU258",9,19,"stim","6",67
"JU258",9,19,"stim","8",52
"JU258",9,19,"stim","9.5",56
"JU258",9,19,"stim","11.5",21
"JU258",9,19,"stim","13",88
"JU258",9,19,"stim","15",149
"JU258",9,19,"stim","17",10
"JU258",9,19,"stim","19",NA
"JU258",9,19,"stim","22",NA
"JU258",9,19,"stim","26.5",NA
"JU258",9,19,"stim","30",NA
"JU258",9,19,"stim","33.5",NA
"JU258",9,19,"base","1.5",4
"JU258",9,19,"base","3",19
"JU258",9,19,"base","4.5",111
"JU258",9,19,"base","6",64
"JU258",9,19,"base","8",78
"JU258",9,19,"base","9.5",13
"JU258",9,19,"base","11.5",178
"JU258",9,19,"base","13",52
"JU258",9,19,"base","15",133
"JU258",9,19,"base","17",0
"JU258",9,19,"base","19",NA
"JU258",9,19,"base","22",NA
"JU258",9,19,"base","26.5",NA
"JU258",9,19,"base","30",NA
"JU258",9,19,"base","33.5",NA
"JU258",10,NA,"stim","1.5",0
"JU258",10,NA,"stim","3",0
"JU258",10,NA,"stim","4.5",0
"JU258",10,NA,"stim","6",0
"JU258",10,NA,"stim","8",0
"JU258",10,NA,"stim","9.5",0
"JU258",10,NA,"stim","11.5",0
"JU258",10,NA,"stim","13",0
"JU258",10,NA,"stim","15",0
"JU258",10,NA,"stim","17",0
"JU258",10,NA,"stim","19",0
"JU258",10,NA,"stim","22",0
"JU258",10,NA,"stim","26.5",0
"JU258",10,NA,"stim","30",0
"JU258",10,NA,"stim","33.5",0
"JU258",10,NA,"base","1.5",0
"JU258",10,NA,"base","3",0
"JU258",10,NA,"base","4.5",0
"JU258",10,NA,"base","6",0
"JU258",10,NA,"base","8",0
"JU258",10,NA,"base","9.5",0
"JU258",10,NA,"base","11.5",0
"JU258",10,NA,"base","13",0
"JU258",10,NA,"base","15",0
"JU258",10,NA,"base","17",0
"JU258",10,NA,"base","19",0
"JU258",10,NA,"base","22",0
"JU258",10,NA,"base","26.5",0
"JU258",10,NA,"base","30",0
"JU258",10,NA,"base","33.5",0
"JU258",11,13,"stim","1.5",64
"JU258",11,13,"stim","3",35
"JU258",11,13,"stim","4.5",36
"JU258",11,13,"stim","6",22
"JU258",11,13,"stim","8",13
"JU258",11,13,"stim","9.5",8
"JU258",11,13,"stim","11.5",14
"JU258",11,13,"stim","13",NA
"JU258",11,13,"stim","15",NA
"JU258",11,13,"stim","17",NA
"JU258",11,13,"stim","19",NA
"JU258",11,13,"stim","22",NA
"JU258",11,13,"stim","26.5",NA
"JU258",11,13,"stim","30",NA
"JU258",11,13,"stim","33.5",NA
"JU258",11,13,"base","1.5",156
"JU258",11,13,"base","3",49
"JU258",11,13,"base","4.5",49
"JU258",11,13,"base","6",7
"JU258",11,13,"base","8",0
"JU258",11,13,"base","9.5",15
"JU258",11,13,"base","11.5",0
"JU258",11,13,"base","13",NA
"JU258",11,13,"base","15",NA
"JU258",11,13,"base","17",NA
"JU258",11,13,"base","19",NA
"JU258",11,13,"base","22",NA
"JU258",11,13,"base","26.5",NA
"JU258",11,13,"base","30",NA
"JU258",11,13,"base","33.5",NA
"JU258",12,13,"stim","1.5",264
"JU258",12,13,"stim","3",141
"JU258",12,13,"stim","4.5",8
"JU258",12,13,"stim","6",29
"JU258",12,13,"stim","8",90
"JU258",12,13,"stim","9.5",148
"JU258",12,13,"stim","11.5",69
"JU258",12,13,"stim","13",NA
"JU258",12,13,"stim","15",NA
"JU258",12,13,"stim","17",NA
"JU258",12,13,"stim","19",NA
"JU258",12,13,"stim","22",NA
"JU258",12,13,"stim","26.5",NA
"JU258",12,13,"stim","30",NA
"JU258",12,13,"stim","33.5",NA
"JU258",12,13,"base","1.5",264
"JU258",12,13,"base","3",61
"JU258",12,13,"base","4.5",125
"JU258",12,13,"base","6",6
"JU258",12,13,"base","8",98
"JU258",12,13,"base","9.5",320
"JU258",12,13,"base","11.5",41
"JU258",12,13,"base","13",NA
"JU258",12,13,"base","15",NA
"JU258",12,13,"base","17",NA
"JU258",12,13,"base","19",NA
"JU258",12,13,"base","22",NA
"JU258",12,13,"base","26.5",NA
"JU258",12,13,"base","30",NA
"JU258",12,13,"base","33.5",NA
"JU258",13,15,"stim","1.5",110
"JU258",13,15,"stim","3",29
"JU258",13,15,"stim","4.5",30
"JU258",13,15,"stim","6",229
"JU258",13,15,"stim","8",184
"JU258",13,15,"stim","9.5",197
"JU258",13,15,"stim","11.5",132
"JU258",13,15,"stim","13",222
"JU258",13,15,"stim","15",NA
"JU258",13,15,"stim","17",NA
"JU258",13,15,"stim","19",NA
"JU258",13,15,"stim","22",NA
"JU258",13,15,"stim","26.5",NA
"JU258",13,15,"stim","30",NA
"JU258",13,15,"stim","33.5",NA
"JU258",13,15,"base","1.5",160
"JU258",13,15,"base","3",41
"JU258",13,15,"base","4.5",187
"JU258",13,15,"base","6",199
"JU258",13,15,"base","8",71
"JU258",13,15,"base","9.5",181
"JU258",13,15,"base","11.5",140
"JU258",13,15,"base","13",155
"JU258",13,15,"base","15",NA
"JU258",13,15,"base","17",NA
"JU258",13,15,"base","19",NA
"JU258",13,15,"base","22",NA
"JU258",13,15,"base","26.5",NA
"JU258",13,15,"base","30",NA
"JU258",13,15,"base","33.5",NA
"JU258",14,NA,"stim","1.5",0
"JU258",14,NA,"stim","3",0
"JU258",14,NA,"stim","4.5",0
"JU258",14,NA,"stim","6",0
"JU258",14,NA,"stim","8",0
"JU258",14,NA,"stim","9.5",0
"JU258",14,NA,"stim","11.5",0
"JU258",14,NA,"stim","13",0
"JU258",14,NA,"stim","15",0
"JU258",14,NA,"stim","17",0
"JU258",14,NA,"stim","19",0
"JU258",14,NA,"stim","22",0
"JU258",14,NA,"stim","26.5",0
"JU258",14,NA,"stim","30",0
"JU258",14,NA,"stim","33.5",0
"JU258",14,NA,"base","1.5",0
"JU258",14,NA,"base","3",0
"JU258",14,NA,"base","4.5",0
"JU258",14,NA,"base","6",0
"JU258",14,NA,"base","8",0
"JU258",14,NA,"base","9.5",0
"JU258",14,NA,"base","11.5",0
"JU258",14,NA,"base","13",0
"JU258",14,NA,"base","15",0
"JU258",14,NA,"base","17",0
"JU258",14,NA,"base","19",0
"JU258",14,NA,"base","22",0
"JU258",14,NA,"base","26.5",0
"JU258",14,NA,"base","30",0
"JU258",14,NA,"base","33.5",0
"JU258",15,22,"stim","1.5",216
"JU258",15,22,"stim","3",185
"JU258",15,22,"stim","4.5",197
"JU258",15,22,"stim","6",236
"JU258",15,22,"stim","8",288
"JU258",15,22,"stim","9.5",70
"JU258",15,22,"stim","11.5",0
"JU258",15,22,"stim","13",116
"JU258",15,22,"stim","15",236
"JU258",15,22,"stim","17",64
"JU258",15,22,"stim","19",34
"JU258",15,22,"stim","22",NA
"JU258",15,22,"stim","26.5",NA
"JU258",15,22,"stim","30",NA
"JU258",15,22,"stim","33.5",NA
"JU258",15,22,"base","1.5",193
"JU258",15,22,"base","3",188
"JU258",15,22,"base","4.5",193
"JU258",15,22,"base","6",269
"JU258",15,22,"base","8",86
"JU258",15,22,"base","9.5",56
"JU258",15,22,"base","11.5",0
"JU258",15,22,"base","13",0
"JU258",15,22,"base","15",20
"JU258",15,22,"base","17",91
"JU258",15,22,"base","19",100
"JU258",15,22,"base","22",NA
"JU258",15,22,"base","26.5",NA
"JU258",15,22,"base","30",NA
"JU258",15,22,"base","33.5",NA
"JU258",16,13,"stim","1.5",58
"JU258",16,13,"stim","3",8
"JU258",16,13,"stim","4.5",49
"JU258",16,13,"stim","6",2
"JU258",16,13,"stim","8",48
"JU258",16,13,"stim","9.5",27
"JU258",16,13,"stim","11.5",147
"JU258",16,13,"stim","13",NA
"JU258",16,13,"stim","15",NA
"JU258",16,13,"stim","17",NA
"JU258",16,13,"stim","19",NA
"JU258",16,13,"stim","22",NA
"JU258",16,13,"stim","26.5",NA
"JU258",16,13,"stim","30",NA
"JU258",16,13,"stim","33.5",NA
"JU258",16,13,"base","1.5",73
"JU258",16,13,"base","3",27
"JU258",16,13,"base","4.5",206
"JU258",16,13,"base","6",5
"JU258",16,13,"base","8",56
"JU258",16,13,"base","9.5",14
"JU258",16,13,"base","11.5",176
"JU258",16,13,"base","13",NA
"JU258",16,13,"base","15",NA
"JU258",16,13,"base","17",NA
"JU258",16,13,"base","19",NA
"JU258",16,13,"base","22",NA
"JU258",16,13,"base","26.5",NA
"JU258",16,13,"base","30",NA
"JU258",16,13,"base","33.5",NA
"JU258",17,17,"stim","1.5",32
"JU258",17,17,"stim","3",29
"JU258",17,17,"stim","4.5",79
"JU258",17,17,"stim","6",170
"JU258",17,17,"stim","8",108
"JU258",17,17,"stim","9.5",0
"JU258",17,17,"stim","11.5",33
"JU258",17,17,"stim","13",5
"JU258",17,17,"stim","15",1
"JU258",17,17,"stim","17",NA
"JU258",17,17,"stim","19",NA
"JU258",17,17,"stim","22",NA
"JU258",17,17,"stim","26.5",NA
"JU258",17,17,"stim","30",NA
"JU258",17,17,"stim","33.5",NA
"JU258",17,17,"base","1.5",35
"JU258",17,17,"base","3",15
"JU258",17,17,"base","4.5",2
"JU258",17,17,"base","6",120
"JU258",17,17,"base","8",74
"JU258",17,17,"base","9.5",48
"JU258",17,17,"base","11.5",0
"JU258",17,17,"base","13",19
"JU258",17,17,"base","15",12
"JU258",17,17,"base","17",NA
"JU258",17,17,"base","19",NA
"JU258",17,17,"base","22",NA
"JU258",17,17,"base","26.5",NA
"JU258",17,17,"base","30",NA
"JU258",17,17,"base","33.5",NA
