Plate Number,Genotype,Well Number,Lifespan Estimate (Days),Healthspan Estimate (Days),Activity Type,Time Point (Days),Activity
2,CB4856,1,11.5,7.5,-1,15.5,1
2,CB4856,1,11.5,7.5,-1,16,2
2,CB4856,1,11.5,7.5,-1,16.5,1
2,CB4856,1,11.5,7.5,-1,17,3
2,CB4856,1,11.5,7.5,-1,17.5,1
2,CB4856,1,11.5,7.5,-1,18,1
2,CB4856,1,11.5,7.5,-1,18.5,0
2,CB4856,1,11.5,7.5,-1,19,0
2,CB4856,1,11.5,7.5,-1,19.5,0
2,CB4856,1,11.5,7.5,-1,20,0
2,CB4856,1,11.5,7.5,-1,20.5,0
2,CB4856,1,11.5,7.5,-1,24,0
2,CB4856,1,11.5,7.5,-1,24.5,0
2,CB4856,1,11.5,7.5,-1,25,0
2,CB4856,1,11.5,7.5,-1,25.5,0
2,CB4856,1,11.5,7.5,-1,26,0
2,CB4856,1,11.5,7.5,-1,26.5,0
2,CB4856,1,11.5,7.5,-1,27,0
2,CB4856,1,11.5,7.5,-1,27.5,0
2,CB4856,1,11.5,7.5,-1,28,0
2,CB4856,1,11.5,7.5,-1,28.5,0
2,CB4856,1,11.5,7.5,-1,29,0
2,CB4856,1,11.5,7.5,-2,1.5,35
2,CB4856,1,11.5,7.5,-2,2,569
2,CB4856,1,11.5,7.5,-2,2.5,534
2,CB4856,1,11.5,7.5,-2,3,698
2,CB4856,1,11.5,7.5,-2,3.5,708
2,CB4856,1,11.5,7.5,-2,4,419
2,CB4856,1,11.5,7.5,-2,4.5,768
2,CB4856,1,11.5,7.5,-2,5,849
2,CB4856,1,11.5,7.5,-2,5.5,928
2,CB4856,1,11.5,7.5,-2,6,552
2,CB4856,1,11.5,7.5,-2,6.5,604
2,CB4856,1,11.5,7.5,-2,7,429
2,CB4856,1,11.5,7.5,-2,7.5,610
2,CB4856,1,11.5,7.5,-2,8,109
2,CB4856,1,11.5,7.5,-2,8.5,212
2,CB4856,1,11.5,7.5,-2,9,327
2,CB4856,1,11.5,7.5,-2,9.5,90
2,CB4856,1,11.5,7.5,-2,10,44
2,CB4856,1,11.5,7.5,-2,10.5,26
2,CB4856,1,11.5,7.5,-2,11,60
2,CB4856,1,11.5,7.5,-2,11.5,17
2,CB4856,1,11.5,7.5,-2,12,8
2,CB4856,1,11.5,7.5,-2,12.5,4
2,CB4856,1,11.5,7.5,-2,13,3
2,CB4856,1,11.5,7.5,-2,13.5,2
2,CB4856,1,11.5,7.5,-2,14,2
2,CB4856,1,11.5,7.5,-2,14.5,1
2,CB4856,1,11.5,7.5,-2,15,1
2,CB4856,1,11.5,7.5,-2,15.5,0
2,CB4856,1,11.5,7.5,-2,16,0
2,CB4856,1,11.5,7.5,-2,16.5,0
2,CB4856,1,11.5,7.5,-2,17,0
2,CB4856,1,11.5,7.5,-2,17.5,0
2,CB4856,1,11.5,7.5,-2,18,0
2,CB4856,1,11.5,7.5,-2,18.5,0
2,CB4856,1,11.5,7.5,-2,19,0
2,CB4856,1,11.5,7.5,-2,19.5,0
2,CB4856,1,11.5,7.5,-2,20,0
2,CB4856,1,11.5,7.5,-2,20.5,0
2,CB4856,1,11.5,7.5,-2,24,0
2,CB4856,1,11.5,7.5,-2,24.5,0
2,CB4856,1,11.5,7.5,-2,25,0
2,CB4856,1,11.5,7.5,-2,25.5,0
2,CB4856,1,11.5,7.5,-2,26,0
2,CB4856,1,11.5,7.5,-2,26.5,0
2,CB4856,1,11.5,7.5,-2,27,0
2,CB4856,1,11.5,7.5,-2,27.5,0
2,CB4856,1,11.5,7.5,-2,28,0
2,CB4856,1,11.5,7.5,-2,28.5,0
2,CB4856,1,11.5,7.5,-2,29,0
2,CB4856,2,14.5,9.5,-1,1.5,0
2,CB4856,2,14.5,9.5,-1,2,69
2,CB4856,2,14.5,9.5,-1,2.5,12
2,CB4856,2,14.5,9.5,-1,3,228
2,CB4856,2,14.5,9.5,-1,3.5,79
2,CB4856,2,14.5,9.5,-1,4,80
2,CB4856,2,14.5,9.5,-1,4.5,439
2,CB4856,2,14.5,9.5,-1,5,337
2,CB4856,2,14.5,9.5,-1,5.5,429
2,CB4856,2,14.5,9.5,-1,6,353
2,CB4856,2,14.5,9.5,-1,6.5,177
2,CB4856,2,14.5,9.5,-1,7,588
2,CB4856,2,14.5,9.5,-1,7.5,462
2,CB4856,2,14.5,9.5,-1,8,360
2,CB4856,2,14.5,9.5,-1,8.5,639
2,CB4856,2,14.5,9.5,-1,9,317
2,CB4856,2,14.5,9.5,-1,9.5,350
2,CB4856,2,14.5,9.5,-1,10,362
2,CB4856,2,14.5,9.5,-1,10.5,113
2,CB4856,2,14.5,9.5,-1,11,15
2,CB4856,2,14.5,9.5,-1,11.5,12
2,CB4856,2,14.5,9.5,-1,12,56
2,CB4856,2,14.5,9.5,-1,12.5,20
2,CB4856,2,14.5,9.5,-1,13,5
2,CB4856,2,14.5,9.5,-1,13.5,15
2,CB4856,2,14.5,9.5,-1,14,6
2,CB4856,2,14.5,9.5,-1,14.5,134
2,CB4856,2,14.5,9.5,-1,15,15
2,CB4856,2,14.5,9.5,-1,15.5,0
2,CB4856,2,14.5,9.5,-1,16,0
2,CB4856,2,14.5,9.5,-1,16.5,0
2,CB4856,2,14.5,9.5,-1,17,0
2,CB4856,2,14.5,9.5,-1,17.5,0
2,CB4856,2,14.5,9.5,-1,18,0
2,CB4856,2,14.5,9.5,-1,18.5,0
2,CB4856,2,14.5,9.5,-1,19,0
2,CB4856,2,14.5,9.5,-1,19.5,0
2,CB4856,2,14.5,9.5,-1,20,0
2,CB4856,2,14.5,9.5,-1,20.5,0
2,CB4856,2,14.5,9.5,-1,24,0
2,CB4856,2,14.5,9.5,-1,24.5,0
2,CB4856,2,14.5,9.5,-1,25,0
2,CB4856,2,14.5,9.5,-1,25.5,0
2,CB4856,2,14.5,9.5,-1,26,0
2,CB4856,2,14.5,9.5,-1,26.5,0
2,CB4856,2,14.5,9.5,-1,27,0
2,CB4856,2,14.5,9.5,-1,27.5,0
2,CB4856,2,14.5,9.5,-1,28,0
2,CB4856,2,14.5,9.5,-1,28.5,0
2,CB4856,2,14.5,9.5,-1,29,0
2,CB4856,2,14.5,9.5,-2,1.5,9
2,CB4856,2,14.5,9.5,-2,2,22
2,CB4856,2,14.5,9.5,-2,2.5,76
2,CB4856,2,14.5,9.5,-2,3,35
2,CB4856,2,14.5,9.5,-2,3.5,208
2,CB4856,2,14.5,9.5,-2,4,82
2,CB4856,2,14.5,9.5,-2,4.5,206
2,CB4856,2,14.5,9.5,-2,5,170
2,CB4856,2,14.5,9.5,-2,5.5,253
2,CB4856,2,14.5,9.5,-2,6,272
2,CB4856,2,14.5,9.5,-2,6.5,183
2,CB4856,2,14.5,9.5,-2,7,302
2,CB4856,2,14.5,9.5,-2,7.5,257
2,CB4856,2,14.5,9.5,-2,8,265
2,CB4856,2,14.5,9.5,-2,8.5,363
2,CB4856,2,14.5,9.5,-2,9,198
2,CB4856,2,14.5,9.5,-2,9.5,191
2,CB4856,2,14.5,9.5,-2,10,237
2,CB4856,2,14.5,9.5,-2,10.5,13
2,CB4856,2,14.5,9.5,-2,11,10
2,CB4856,2,14.5,9.5,-2,11.5,30
2,CB4856,2,14.5,9.5,-2,12,14
2,CB4856,2,14.5,9.5,-2,12.5,13
2,CB4856,2,14.5,9.5,-2,13,0
2,CB4856,2,14.5,9.5,-2,13.5,14
2,CB4856,2,14.5,9.5,-2,14,2
2,CB4856,2,14.5,9.5,-2,14.5,59
2,CB4856,2,14.5,9.5,-2,15,4
2,CB4856,2,14.5,9.5,-2,15.5,0
2,CB4856,2,14.5,9.5,-2,16,0
2,CB4856,2,14.5,9.5,-2,16.5,0
2,CB4856,2,14.5,9.5,-2,17,0
2,CB4856,2,14.5,9.5,-2,17.5,0
2,CB4856,2,14.5,9.5,-2,18,0
2,CB4856,2,14.5,9.5,-2,18.5,0
2,CB4856,2,14.5,9.5,-2,19,0
2,CB4856,2,14.5,9.5,-2,19.5,0
2,CB4856,2,14.5,9.5,-2,20,0
2,CB4856,2,14.5,9.5,-2,20.5,0
2,CB4856,2,14.5,9.5,-2,24,0
2,CB4856,2,14.5,9.5,-2,24.5,0
2,CB4856,2,14.5,9.5,-2,25,0
2,CB4856,2,14.5,9.5,-2,25.5,0
2,CB4856,2,14.5,9.5,-2,26,0
2,CB4856,2,14.5,9.5,-2,26.5,0
2,CB4856,2,14.5,9.5,-2,27,0
2,CB4856,2,14.5,9.5,-2,27.5,0
2,CB4856,2,14.5,9.5,-2,28,0
2,CB4856,2,14.5,9.5,-2,28.5,0
2,CB4856,2,14.5,9.5,-2,29,0
2,CX11314,1,13,8,-1,1.5,121
2,CX11314,1,13,8,-1,2,174
2,CX11314,1,13,8,-1,2.5,269
2,CX11314,1,13,8,-1,3,342
2,CX11314,1,13,8,-1,3.5,228
2,CX11314,1,13,8,-1,4,461
2,CX11314,1,13,8,-1,4.5,263
2,CX11314,1,13,8,-1,5,426
2,CX11314,1,13,8,-1,5.5,350
2,CX11314,1,13,8,-1,6,499
2,CX11314,1,13,8,-1,6.5,356
2,CX11314,1,13,8,-1,7,490
2,CX11314,1,13,8,-1,7.5,298
2,CX11314,1,13,8,-1,8,327
2,CX11314,1,13,8,-1,8.5,307
2,CX11314,1,13,8,-1,9,144
2,CX11314,1,13,8,-1,9.5,92
2,CX11314,1,13,8,-1,10,67
2,CX11314,1,13,8,-1,10.5,32
2,CX11314,1,13,8,-1,11,4
2,CX11314,1,13,8,-1,11.5,10
2,CX11314,1,13,8,-1,12,53
2,CX11314,1,13,8,-1,12.5,0
2,CX11314,1,13,8,-1,13,18
2,CX11314,1,13,8,-1,13.5,23
2,CX11314,1,13,8,-1,14,3
2,CX11314,1,13,8,-1,14.5,13
2,CX11314,1,13,8,-1,15,2
2,CX11314,1,13,8,-1,15.5,2
2,CX11314,1,13,8,-1,16,1
2,CX11314,1,13,8,-1,16.5,1
2,CX11314,1,13,8,-1,17,0
2,CX11314,1,13,8,-1,17.5,1
2,CX11314,1,13,8,-1,18,1
2,CX11314,1,13,8,-1,18.5,0
2,CX11314,1,13,8,-1,19,0
2,CX11314,1,13,8,-1,19.5,0
2,CX11314,1,13,8,-1,20,0
2,CX11314,1,13,8,-1,20.5,0
2,CX11314,1,13,8,-1,24,0
2,CX11314,1,13,8,-1,24.5,0
2,CX11314,1,13,8,-1,25,0
2,CX11314,1,13,8,-1,25.5,0
2,CX11314,1,13,8,-1,26,0
2,CX11314,1,13,8,-1,26.5,0
2,CX11314,1,13,8,-1,27,0
2,CX11314,1,13,8,-1,27.5,0
2,CX11314,1,13,8,-1,28,0
2,CX11314,1,13,8,-1,28.5,0
2,CX11314,1,13,8,-1,29,0
2,CX11314,1,13,8,-2,1.5,131
2,CX11314,1,13,8,-2,2,18
2,CX11314,1,13,8,-2,2.5,148
2,CX11314,1,13,8,-2,3,294
2,CX11314,1,13,8,-2,3.5,206
2,CX11314,1,13,8,-2,4,719
2,CX11314,1,13,8,-2,4.5,212
2,CX11314,1,13,8,-2,5,229
2,CX11314,1,13,8,-2,5.5,315
2,CX11314,1,13,8,-2,6,141
2,CX11314,1,13,8,-2,6.5,192
2,CX11314,1,13,8,-2,7,186
2,CX11314,1,13,8,-2,7.5,155
2,CX11314,1,13,8,-2,8,39
2,CX11314,1,13,8,-2,8.5,245
2,CX11314,1,13,8,-2,9,67
2,CX11314,1,13,8,-2,9.5,68
2,CX11314,1,13,8,-2,10,12
2,CX11314,1,13,8,-2,10.5,28
2,CX11314,1,13,8,-2,11,3
2,CX11314,1,13,8,-2,11.5,15
2,CX11314,1,13,8,-2,12,1
2,CX11314,1,13,8,-2,12.5,0
2,CX11314,1,13,8,-2,13,59
2,CX11314,1,13,8,-2,13.5,14
2,CX11314,1,13,8,-2,14,0
2,CX11314,1,13,8,-2,14.5,12
2,CX11314,1,13,8,-2,15,1
2,CX11314,1,13,8,-2,15.5,0
2,CX11314,1,13,8,-2,16,0
2,CX11314,1,13,8,-2,16.5,1
2,CX11314,1,13,8,-2,17,0
2,CX11314,1,13,8,-2,17.5,0
2,CX11314,1,13,8,-2,18,0
2,CX11314,1,13,8,-2,18.5,0
2,CX11314,1,13,8,-2,19,0
2,CX11314,1,13,8,-2,19.5,0
2,CX11314,1,13,8,-2,20,0
2,CX11314,1,13,8,-2,20.5,0
2,CX11314,1,13,8,-2,24,0
2,CX11314,1,13,8,-2,24.5,0
2,CX11314,1,13,8,-2,25,0
2,CX11314,1,13,8,-2,25.5,0
2,CX11314,1,13,8,-2,26,0
2,CX11314,1,13,8,-2,26.5,0
2,CX11314,1,13,8,-2,27,0
2,CX11314,1,13,8,-2,27.5,0
2,CX11314,1,13,8,-2,28,0
2,CX11314,1,13,8,-2,28.5,0
2,CX11314,1,13,8,-2,29,1
2,CX11314,2,17,9.5,-1,1.5,15
2,CX11314,2,17,9.5,-1,2,64
2,CX11314,2,17,9.5,-1,2.5,73
2,CX11314,2,17,9.5,-1,3,5
2,CX11314,2,17,9.5,-1,3.5,35
2,CX11314,2,17,9.5,-1,4,36
2,CX11314,2,17,9.5,-1,4.5,162
2,CX11314,2,17,9.5,-1,5,77
2,CX11314,2,17,9.5,-1,5.5,188
2,CX11314,2,17,9.5,-1,6,278
2,CX11314,2,17,9.5,-1,6.5,190
2,CX11314,2,17,9.5,-1,7,110
2,CX11314,2,17,9.5,-1,7.5,118
2,CX11314,2,17,9.5,-1,8,102
2,CX11314,2,17,9.5,-1,8.5,45
2,CX11314,2,17,9.5,-1,9,148
2,CX11314,2,17,9.5,-1,9.5,262
2,CX11314,2,17,9.5,-1,10,57
2,CX11314,2,17,9.5,-1,10.5,54
2,CX11314,2,17,9.5,-1,11,12
2,CX11314,2,17,9.5,-1,11.5,12
2,CX11314,2,17,9.5,-1,12,2
2,CX11314,2,17,9.5,-1,12.5,2
2,CX11314,2,17,9.5,-1,13,7
2,CX11314,2,17,9.5,-1,13.5,1
2,CX11314,2,17,9.5,-1,14,2
2,CX11314,2,17,9.5,-1,14.5,1
2,CX11314,2,17,9.5,-1,15,7
2,CX11314,2,17,9.5,-1,15.5,1
2,CX11314,2,17,9.5,-1,16,2
2,CX11314,2,17,9.5,-1,16.5,1
2,CX11314,2,17,9.5,-1,17,35
2,CX11314,2,17,9.5,-1,17.5,1
2,CX11314,2,17,9.5,-1,18,0
2,CX11314,2,17,9.5,-1,18.5,8
2,CX11314,2,17,9.5,-1,19,1
2,CX11314,2,17,9.5,-1,19.5,0
2,CX11314,2,17,9.5,-1,20,0
2,CX11314,2,17,9.5,-1,20.5,0
2,CX11314,2,17,9.5,-1,24,0
2,CX11314,2,17,9.5,-1,24.5,0
2,CX11314,2,17,9.5,-1,25,0
2,CX11314,2,17,9.5,-1,25.5,0
2,CX11314,2,17,9.5,-1,26,0
2,CX11314,2,17,9.5,-1,26.5,0
2,CX11314,2,17,9.5,-1,27,0
2,CX11314,2,17,9.5,-1,27.5,0
2,CX11314,2,17,9.5,-1,28,0
2,CX11314,2,17,9.5,-1,28.5,0
2,CX11314,2,17,9.5,-1,29,0
2,CX11314,2,17,9.5,-2,1.5,1
2,CX11314,2,17,9.5,-2,2,3
2,CX11314,2,17,9.5,-2,2.5,7
2,CX11314,2,17,9.5,-2,3,22
2,CX11314,2,17,9.5,-2,3.5,38
2,CX11314,2,17,9.5,-2,4,4
2,CX11314,2,17,9.5,-2,4.5,205
2,CX11314,2,17,9.5,-2,5,120
2,CX11314,2,17,9.5,-2,5.5,157
2,CX11314,2,17,9.5,-2,6,146
2,CX11314,2,17,9.5,-2,6.5,251
2,CX11314,2,17,9.5,-2,7,89
2,CX11314,2,17,9.5,-2,7.5,115
2,CX11314,2,17,9.5,-2,8,17
2,CX11314,2,17,9.5,-2,8.5,145
2,CX11314,2,17,9.5,-2,9,82
2,CX11314,2,17,9.5,-2,9.5,27
2,CX11314,2,17,9.5,-2,10,2
2,CX11314,2,17,9.5,-2,10.5,11
2,CX11314,2,17,9.5,-2,11,2
2,CX11314,2,17,9.5,-2,11.5,7
2,CX11314,2,17,9.5,-2,12,24
2,CX11314,2,17,9.5,-2,12.5,1
2,CX11314,2,17,9.5,-2,13,5
2,CX11314,2,17,9.5,-2,13.5,1
2,CX11314,2,17,9.5,-2,14,1
2,CX11314,2,17,9.5,-2,14.5,0
2,CX11314,2,17,9.5,-2,15,0
2,CX11314,2,17,9.5,-2,15.5,0
2,CX11314,2,17,9.5,-2,16,0
2,CX11314,2,17,9.5,-2,16.5,0
2,CX11314,2,17,9.5,-2,17,3
2,CX11314,2,17,9.5,-2,17.5,0
2,CX11314,2,17,9.5,-2,18,0
2,CX11314,2,17,9.5,-2,18.5,0
2,CX11314,2,17,9.5,-2,19,0
2,CX11314,2,17,9.5,-2,19.5,0
2,CX11314,2,17,9.5,-2,20,0
2,CX11314,2,17,9.5,-2,20.5,0
2,CX11314,2,17,9.5,-2,24,0
2,CX11314,2,17,9.5,-2,24.5,0
2,CX11314,2,17,9.5,-2,25,0
2,CX11314,2,17,9.5,-2,25.5,0
2,CX11314,2,17,9.5,-2,26,0
2,CX11314,2,17,9.5,-2,26.5,0
2,CX11314,2,17,9.5,-2,27,0
2,CX11314,2,17,9.5,-2,27.5,0
2,CX11314,2,17,9.5,-2,28,0
2,CX11314,2,17,9.5,-2,28.5,0
2,CX11314,2,17,9.5,-2,29,0
2,JU775,1,11,7.5,-1,1.5,79
2,JU775,1,11,7.5,-1,2,805
2,JU775,1,11,7.5,-1,2.5,586
2,JU775,1,11,7.5,-1,3,557
2,JU775,1,11,7.5,-1,3.5,486
2,JU775,1,11,7.5,-1,4,692
2,JU775,1,11,7.5,-1,4.5,764
2,JU775,1,11,7.5,-1,5,954
2,JU775,1,11,7.5,-1,5.5,720
2,JU775,1,11,7.5,-1,6,1008
2,JU775,1,11,7.5,-1,6.5,677
2,JU775,1,11,7.5,-1,7,883
2,JU775,1,11,7.5,-1,7.5,653
2,JU775,1,11,7.5,-1,8,550
2,JU775,1,11,7.5,-1,8.5,179
2,JU775,1,11,7.5,-1,9,251
2,JU775,1,11,7.5,-1,9.5,104
2,JU775,1,11,7.5,-1,10,169
2,JU775,1,11,7.5,-1,10.5,35
2,JU775,1,11,7.5,-1,11,51
2,JU775,1,11,7.5,-1,11.5,26
2,JU775,1,11,7.5,-1,12,15
2,JU775,1,11,7.5,-1,12.5,14
2,JU775,1,11,7.5,-1,13,2
2,JU775,1,11,7.5,-1,13.5,2
2,JU775,1,11,7.5,-1,14,6
2,JU775,1,11,7.5,-1,14.5,8
2,JU775,1,11,7.5,-1,15,2
2,JU775,1,11,7.5,-1,15.5,0
2,JU775,1,11,7.5,-1,16,2
2,JU775,1,11,7.5,-1,16.5,1
2,JU775,1,11,7.5,-1,17,1
2,JU775,1,11,7.5,-1,17.5,4
2,JU775,1,11,7.5,-1,18,1
2,JU775,1,11,7.5,-1,18.5,1
2,JU775,1,11,7.5,-1,19,0
2,JU775,1,11,7.5,-1,19.5,0
2,JU775,1,11,7.5,-1,20,0
2,JU775,1,11,7.5,-1,20.5,0
2,JU775,1,11,7.5,-1,24,0
2,JU775,1,11,7.5,-1,24.5,0
2,JU775,1,11,7.5,-1,25,0
2,JU775,1,11,7.5,-1,25.5,0
2,JU775,1,11,7.5,-1,26,0
2,JU775,1,11,7.5,-1,26.5,0
2,JU775,1,11,7.5,-1,27,0
2,JU775,1,11,7.5,-1,27.5,0
2,JU775,1,11,7.5,-1,28,0
2,JU775,1,11,7.5,-1,28.5,0
2,JU775,1,11,7.5,-1,29,0
2,JU775,1,11,7.5,-2,1.5,24
2,JU775,1,11,7.5,-2,2,142
2,JU775,1,11,7.5,-2,2.5,233
2,JU775,1,11,7.5,-2,3,203
2,JU775,1,11,7.5,-2,3.5,269
2,JU775,1,11,7.5,-2,4,332
2,JU775,1,11,7.5,-2,4.5,379
2,JU775,1,11,7.5,-2,5,738
2,JU775,1,11,7.5,-2,5.5,1033
2,JU775,1,11,7.5,-2,6,508
2,JU775,1,11,7.5,-2,6.5,368
2,JU775,1,11,7.5,-2,7,405
2,JU775,1,11,7.5,-2,7.5,444
2,JU775,1,11,7.5,-2,8,271
2,JU775,1,11,7.5,-2,8.5,161
2,JU775,1,11,7.5,-2,9,121
2,JU775,1,11,7.5,-2,9.5,31
2,JU775,1,11,7.5,-2,10,168
2,JU775,1,11,7.5,-2,10.5,7
2,JU775,1,11,7.5,-2,11,16
2,JU775,1,11,7.5,-2,11.5,8
2,JU775,1,11,7.5,-2,12,2
2,JU775,1,11,7.5,-2,12.5,1
2,JU775,1,11,7.5,-2,13,0
2,JU775,1,11,7.5,-2,13.5,0
2,JU775,1,11,7.5,-2,14,2
2,JU775,1,11,7.5,-2,14.5,1
2,JU775,1,11,7.5,-2,15,0
2,JU775,1,11,7.5,-2,15.5,1
2,JU775,1,11,7.5,-2,16,1
2,JU775,1,11,7.5,-2,16.5,0
2,JU775,1,11,7.5,-2,17,0
2,JU775,1,11,7.5,-2,17.5,1
2,JU775,1,11,7.5,-2,18,0
2,JU775,1,11,7.5,-2,18.5,1
2,JU775,1,11,7.5,-2,19,0
2,JU775,1,11,7.5,-2,19.5,0
2,JU775,1,11,7.5,-2,20,0
2,JU775,1,11,7.5,-2,20.5,0
2,JU775,1,11,7.5,-2,24,0
2,JU775,1,11,7.5,-2,24.5,0
2,JU775,1,11,7.5,-2,25,0
2,JU775,1,11,7.5,-2,25.5,0
2,JU775,1,11,7.5,-2,26,0
2,JU775,1,11,7.5,-2,26.5,0
2,JU775,1,11,7.5,-2,27,0
2,JU775,1,11,7.5,-2,27.5,0
2,JU775,1,11,7.5,-2,28,0
2,JU775,1,11,7.5,-2,28.5,0
2,JU775,1,11,7.5,-2,29,0
2,JU775,2,13.5,9,-1,1.5,183
2,JU775,2,13.5,9,-1,2,396
2,JU775,2,13.5,9,-1,2.5,320
2,JU775,2,13.5,9,-1,3,492
2,JU775,2,13.5,9,-1,3.5,712
2,JU775,2,13.5,9,-1,4,505
2,JU775,2,13.5,9,-1,4.5,1178
2,JU775,2,13.5,9,-1,5,1152
2,JU775,2,13.5,9,-1,5.5,575
2,JU775,2,13.5,9,-1,6,978
2,JU775,2,13.5,9,-1,6.5,1490
2,JU775,2,13.5,9,-1,7,1500
2,JU775,2,13.5,9,-1,7.5,1150
2,JU775,2,13.5,9,-1,8,1069
2,JU775,2,13.5,9,-1,8.5,858
2,JU775,2,13.5,9,-1,9,524
2,JU775,2,13.5,9,-1,9.5,601
2,JU775,2,13.5,9,-1,10,399
2,JU775,2,13.5,9,-1,10.5,347
2,JU775,2,13.5,9,-1,11,182
2,JU775,2,13.5,9,-1,11.5,29
2,JU775,2,13.5,9,-1,12,66
2,JU775,2,13.5,9,-1,12.5,30
2,JU775,2,13.5,9,-1,13,30
2,JU775,2,13.5,9,-1,13.5,26
2,JU775,2,13.5,9,-1,14,71
2,JU775,2,13.5,9,-1,14.5,3
2,JU775,2,13.5,9,-1,15,46
2,JU775,2,13.5,9,-1,15.5,13
2,JU775,2,13.5,9,-1,16,5
2,JU775,2,13.5,9,-1,16.5,1
2,JU775,2,13.5,9,-1,17,1
2,JU775,2,13.5,9,-1,17.5,1
2,JU775,2,13.5,9,-1,18,1
2,JU775,2,13.5,9,-1,18.5,0
2,JU775,2,13.5,9,-1,19,1
2,JU775,2,13.5,9,-1,19.5,0
2,JU775,2,13.5,9,-1,20,0
2,JU775,2,13.5,9,-1,20.5,0
2,JU775,2,13.5,9,-1,24,0
2,JU775,2,13.5,9,-1,24.5,0
2,JU775,2,13.5,9,-1,25,0
2,JU775,2,13.5,9,-1,25.5,0
2,JU775,2,13.5,9,-1,26,0
2,JU775,2,13.5,9,-1,26.5,0
2,JU775,2,13.5,9,-1,27,0
2,JU775,2,13.5,9,-1,27.5,0
2,JU775,2,13.5,9,-1,28,0
2,JU775,2,13.5,9,-1,28.5,0
2,JU775,2,13.5,9,-1,29,0
2,JU775,2,13.5,9,-2,1.5,2
2,JU775,2,13.5,9,-2,2,30
2,JU775,2,13.5,9,-2,2.5,174
2,JU775,2,13.5,9,-2,3,168
2,JU775,2,13.5,9,-2,3.5,539
2,JU775,2,13.5,9,-2,4,378
2,JU775,2,13.5,9,-2,4.5,659
2,JU775,2,13.5,9,-2,5,711
2,JU775,2,13.5,9,-2,5.5,430
2,JU775,2,13.5,9,-2,6,500
2,JU775,2,13.5,9,-2,6.5,550
2,JU775,2,13.5,9,-2,7,722
2,JU775,2,13.5,9,-2,7.5,689
2,JU775,2,13.5,9,-2,8,544
2,JU775,2,13.5,9,-2,8.5,300
2,JU775,2,13.5,9,-2,9,103
2,JU775,2,13.5,9,-2,9.5,167
2,JU775,2,13.5,9,-2,10,146
2,JU775,2,13.5,9,-2,10.5,101
2,JU775,2,13.5,9,-2,11,57
2,JU775,2,13.5,9,-2,11.5,21
2,JU775,2,13.5,9,-2,12,11
2,JU775,2,13.5,9,-2,12.5,4
2,JU775,2,13.5,9,-2,13,26
2,JU775,2,13.5,9,-2,13.5,12
2,JU775,2,13.5,9,-2,14,22
2,JU775,2,13.5,9,-2,14.5,1
2,JU775,2,13.5,9,-2,15,1
2,JU775,2,13.5,9,-2,15.5,7
2,JU775,2,13.5,9,-2,16,1
2,JU775,2,13.5,9,-2,16.5,1
2,JU775,2,13.5,9,-2,17,0
2,JU775,2,13.5,9,-2,17.5,0
2,JU775,2,13.5,9,-2,18,0
2,JU775,2,13.5,9,-2,18.5,0
2,JU775,2,13.5,9,-2,19,0
2,JU775,2,13.5,9,-2,19.5,0
2,JU775,2,13.5,9,-2,20,0
2,JU775,2,13.5,9,-2,20.5,0
2,JU775,2,13.5,9,-2,24,0
2,JU775,2,13.5,9,-2,24.5,0
2,JU775,2,13.5,9,-2,25,0
2,JU775,2,13.5,9,-2,25.5,0
2,JU775,2,13.5,9,-2,26,0
2,JU775,2,13.5,9,-2,26.5,0
2,JU775,2,13.5,9,-2,27,0
2,JU775,2,13.5,9,-2,27.5,0
2,JU775,2,13.5,9,-2,28,0
2,JU775,2,13.5,9,-2,28.5,0
2,JU775,2,13.5,9,-2,29,0
2,JU258,1,11,8,-1,1.5,72
2,JU258,1,11,8,-1,2,480
2,JU258,1,11,8,-1,2.5,467
2,JU258,1,11,8,-1,3,280
2,JU258,1,11,8,-1,3.5,466
2,JU258,1,11,8,-1,4,430
2,JU258,1,11,8,-1,4.5,357
2,JU258,1,11,8,-1,5,684
2,JU258,1,11,8,-1,5.5,323
2,JU258,1,11,8,-1,6,497
2,JU258,1,11,8,-1,6.5,702
2,JU258,1,11,8,-1,7,401
2,JU258,1,11,8,-1,7.5,427
2,JU258,1,11,8,-1,8,364
2,JU258,1,11,8,-1,8.5,171
2,JU258,1,11,8,-1,9,312
2,JU258,1,11,8,-1,9.5,136
2,JU258,1,11,8,-1,10,111
2,JU258,1,11,8,-1,10.5,131
2,JU258,1,11,8,-1,11,25
2,JU258,1,11,8,-1,11.5,8
2,JU258,1,11,8,-1,12,5
2,JU258,1,11,8,-1,12.5,19
2,JU258,1,11,8,-1,13,10
2,JU258,1,11,8,-1,13.5,12
2,JU258,1,11,8,-1,14,1
2,JU258,1,11,8,-1,14.5,1
2,JU258,1,11,8,-1,15,4
2,JU258,1,11,8,-1,15.5,2
2,JU258,1,11,8,-1,16,1
2,JU258,1,11,8,-1,16.5,0
2,JU258,1,11,8,-1,17,0
2,JU258,1,11,8,-1,17.5,0
2,JU258,1,11,8,-1,18,0
2,JU258,1,11,8,-1,18.5,0
2,JU258,1,11,8,-1,19,0
2,JU258,1,11,8,-1,19.5,0
2,JU258,1,11,8,-1,20,0
2,JU258,1,11,8,-1,20.5,0
2,JU258,1,11,8,-1,24,0
2,JU258,1,11,8,-1,24.5,0
