Plate Number,Genotype,Well Number,Lifespan Estimate (Days),Healthspan Estimate (Days),Activity Type,Time Point (Days),Activity
1,ED3017,1,13.5,9.5,-1,12,112
1,ED3017,1,13.5,9.5,-1,12.5,116
1,ED3017,1,13.5,9.5,-1,13,36
1,ED3017,1,13.5,9.5,-1,13.5,49
1,ED3017,1,13.5,9.5,-1,14.5,6
1,ED3017,1,13.5,9.5,-1,15,53
1,ED3017,1,13.5,9.5,-1,15.5,26
1,ED3017,1,13.5,9.5,-1,16,2
1,ED3017,1,13.5,9.5,-1,16.5,10
1,ED3017,1,13.5,9.5,-1,17,11
1,ED3017,1,13.5,9.5,-1,17.5,0
1,ED3017,1,13.5,9.5,-1,18,0
1,ED3017,1,13.5,9.5,-2,1.5,0
1,ED3017,1,13.5,9.5,-2,2,410
1,ED3017,1,13.5,9.5,-2,2.5,799
1,ED3017,1,13.5,9.5,-2,3,215
1,ED3017,1,13.5,9.5,-2,3.5,0
1,ED3017,1,13.5,9.5,-2,4,0
1,ED3017,1,13.5,9.5,-2,4.5,900
1,ED3017,1,13.5,9.5,-2,5,846
1,ED3017,1,13.5,9.5,-2,5.5,0
1,ED3017,1,13.5,9.5,-2,6,1390
1,ED3017,1,13.5,9.5,-2,6.5,0
1,ED3017,1,13.5,9.5,-2,7,0
1,ED3017,1,13.5,9.5,-2,7.5,516
1,ED3017,1,13.5,9.5,-2,8,653
1,ED3017,1,13.5,9.5,-2,8.5,723
1,ED3017,1,13.5,9.5,-2,9,366
1,ED3017,1,13.5,9.5,-2,9.5,196
1,ED3017,1,13.5,9.5,-2,10,56
1,ED3017,1,13.5,9.5,-2,10.5,82
1,ED3017,1,13.5,9.5,-2,11,65
1,ED3017,1,13.5,9.5,-2,11.5,0
1,ED3017,1,13.5,9.5,-2,12,0
1,ED3017,1,13.5,9.5,-2,12.5,0
1,ED3017,1,13.5,9.5,-2,13,4
1,ED3017,1,13.5,9.5,-2,13.5,0
1,ED3017,1,13.5,9.5,-2,14.5,0
1,ED3017,1,13.5,9.5,-2,15,7
1,ED3017,1,13.5,9.5,-2,15.5,0
1,ED3017,1,13.5,9.5,-2,16,0
1,ED3017,1,13.5,9.5,-2,16.5,3
1,ED3017,1,13.5,9.5,-2,17,16
1,ED3017,1,13.5,9.5,-2,17.5,0
1,ED3017,1,13.5,9.5,-2,18,0
1,ED3017,2,12.5,9.5,-1,1.5,92
1,ED3017,2,12.5,9.5,-1,2,362
1,ED3017,2,12.5,9.5,-1,2.5,1132
1,ED3017,2,12.5,9.5,-1,3,557
1,ED3017,2,12.5,9.5,-1,3.5,0
1,ED3017,2,12.5,9.5,-1,4,0
1,ED3017,2,12.5,9.5,-1,4.5,1389
1,ED3017,2,12.5,9.5,-1,5,1712
1,ED3017,2,12.5,9.5,-1,5.5,0
1,ED3017,2,12.5,9.5,-1,6,890
1,ED3017,2,12.5,9.5,-1,6.5,0
1,ED3017,2,12.5,9.5,-1,7,0
1,ED3017,2,12.5,9.5,-1,7.5,652
1,ED3017,2,12.5,9.5,-1,8,421
1,ED3017,2,12.5,9.5,-1,8.5,687
1,ED3017,2,12.5,9.5,-1,9,446
1,ED3017,2,12.5,9.5,-1,9.5,599
1,ED3017,2,12.5,9.5,-1,10,183
1,ED3017,2,12.5,9.5,-1,10.5,371
1,ED3017,2,12.5,9.5,-1,11,116
1,ED3017,2,12.5,9.5,-1,11.5,51
1,ED3017,2,12.5,9.5,-1,12,41
1,ED3017,2,12.5,9.5,-1,12.5,80
1,ED3017,2,12.5,9.5,-1,13,2
1,ED3017,2,12.5,9.5,-1,13.5,18
1,ED3017,2,12.5,9.5,-1,14.5,3
1,ED3017,2,12.5,9.5,-1,15,17
1,ED3017,2,12.5,9.5,-1,15.5,9
1,ED3017,2,12.5,9.5,-1,16,8
1,ED3017,2,12.5,9.5,-1,16.5,0
1,ED3017,2,12.5,9.5,-1,17,5
1,ED3017,2,12.5,9.5,-1,17.5,0
1,ED3017,2,12.5,9.5,-1,18,3
1,ED3017,2,12.5,9.5,-2,1.5,122
1,ED3017,2,12.5,9.5,-2,2,110
1,ED3017,2,12.5,9.5,-2,2.5,860
1,ED3017,2,12.5,9.5,-2,3,288
1,ED3017,2,12.5,9.5,-2,3.5,0
1,ED3017,2,12.5,9.5,-2,4,0
1,ED3017,2,12.5,9.5,-2,4.5,807
1,ED3017,2,12.5,9.5,-2,5,1201
1,ED3017,2,12.5,9.5,-2,5.5,0
1,ED3017,2,12.5,9.5,-2,6,541
1,ED3017,2,12.5,9.5,-2,6.5,0
1,ED3017,2,12.5,9.5,-2,7,0
1,ED3017,2,12.5,9.5,-2,7.5,353
1,ED3017,2,12.5,9.5,-2,8,119
1,ED3017,2,12.5,9.5,-2,8.5,348
1,ED3017,2,12.5,9.5,-2,9,224
1,ED3017,2,12.5,9.5,-2,9.5,287
1,ED3017,2,12.5,9.5,-2,10,26
1,ED3017,2,12.5,9.5,-2,10.5,286
1,ED3017,2,12.5,9.5,-2,11,8
1,ED3017,2,12.5,9.5,-2,11.5,1
1,ED3017,2,12.5,9.5,-2,12,4
1,ED3017,2,12.5,9.5,-2,12.5,11
1,ED3017,2,12.5,9.5,-2,13,2
1,ED3017,2,12.5,9.5,-2,13.5,6
1,ED3017,2,12.5,9.5,-2,14.5,1
1,ED3017,2,12.5,9.5,-2,15,1
1,ED3017,2,12.5,9.5,-2,15.5,0
1,ED3017,2,12.5,9.5,-2,16,0
1,ED3017,2,12.5,9.5,-2,16.5,0
1,ED3017,2,12.5,9.5,-2,17,3
1,ED3017,2,12.5,9.5,-2,17.5,0
1,ED3017,2,12.5,9.5,-2,18,0
1,MY16,1,15.5,12.5,-1,1.5,90
1,MY16,1,15.5,12.5,-1,2,298
1,MY16,1,15.5,12.5,-1,2.5,659
1,MY16,1,15.5,12.5,-1,3,832
1,MY16,1,15.5,12.5,-1,3.5,0
1,MY16,1,15.5,12.5,-1,4,0
1,MY16,1,15.5,12.5,-1,4.5,478
1,MY16,1,15.5,12.5,-1,5,657
1,MY16,1,15.5,12.5,-1,5.5,0
1,MY16,1,15.5,12.5,-1,6,589
1,MY16,1,15.5,12.5,-1,6.5,0
1,MY16,1,15.5,12.5,-1,7,0
1,MY16,1,15.5,12.5,-1,7.5,1308
1,MY16,1,15.5,12.5,-1,8,574
1,MY16,1,15.5,12.5,-1,8.5,392
1,MY16,1,15.5,12.5,-1,9,535
1,MY16,1,15.5,12.5,-1,9.5,952
1,MY16,1,15.5,12.5,-1,10,433
1,MY16,1,15.5,12.5,-1,10.5,852
1,MY16,1,15.5,12.5,-1,11,535
1,MY16,1,15.5,12.5,-1,11.5,704
1,MY16,1,15.5,12.5,-1,12,215
1,MY16,1,15.5,12.5,-1,12.5,499
1,MY16,1,15.5,12.5,-1,13,405
1,MY16,1,15.5,12.5,-1,13.5,192
1,MY16,1,15.5,12.5,-1,14.5,416
1,MY16,1,15.5,12.5,-1,15,307
1,MY16,1,15.5,12.5,-1,15.5,197
1,MY16,1,15.5,12.5,-1,16,17
1,MY16,1,15.5,12.5,-1,16.5,71
1,MY16,1,15.5,12.5,-1,17,0
1,MY16,1,15.5,12.5,-1,17.5,0
1,MY16,1,15.5,12.5,-1,18,0
1,MY16,1,15.5,12.5,-2,1.5,0
1,MY16,1,15.5,12.5,-2,2,3
1,MY16,1,15.5,12.5,-2,2.5,803
1,MY16,1,15.5,12.5,-2,3,158
1,MY16,1,15.5,12.5,-2,3.5,0
1,MY16,1,15.5,12.5,-2,4,0
1,MY16,1,15.5,12.5,-2,4.5,128
1,MY16,1,15.5,12.5,-2,5,146
1,MY16,1,15.5,12.5,-2,5.5,0
1,MY16,1,15.5,12.5,-2,6,87
1,MY16,1,15.5,12.5,-2,6.5,0
1,MY16,1,15.5,12.5,-2,7,0
1,MY16,1,15.5,12.5,-2,7.5,215
1,MY16,1,15.5,12.5,-2,8,383
1,MY16,1,15.5,12.5,-2,8.5,286
1,MY16,1,15.5,12.5,-2,9,284
1,MY16,1,15.5,12.5,-2,9.5,329
1,MY16,1,15.5,12.5,-2,10,128
1,MY16,1,15.5,12.5,-2,10.5,310
1,MY16,1,15.5,12.5,-2,11,217
1,MY16,1,15.5,12.5,-2,11.5,181
1,MY16,1,15.5,12.5,-2,12,49
1,MY16,1,15.5,12.5,-2,12.5,118
1,MY16,1,15.5,12.5,-2,13,255
1,MY16,1,15.5,12.5,-2,13.5,149
1,MY16,1,15.5,12.5,-2,14.5,34
1,MY16,1,15.5,12.5,-2,15,0
1,MY16,1,15.5,12.5,-2,15.5,0
1,MY16,1,15.5,12.5,-2,16,0
1,MY16,1,15.5,12.5,-2,16.5,171
1,MY16,1,15.5,12.5,-2,17,0
1,MY16,1,15.5,12.5,-2,17.5,0
1,MY16,1,15.5,12.5,-2,18,0
1,MY16,2,18,10,-1,1.5,0
1,MY16,2,18,10,-1,2,0
1,MY16,2,18,10,-1,2.5,34
1,MY16,2,18,10,-1,3,307
1,MY16,2,18,10,-1,3.5,0
1,MY16,2,18,10,-1,4,0
1,MY16,2,18,10,-1,4.5,991
1,MY16,2,18,10,-1,5,714
1,MY16,2,18,10,-1,5.5,0
1,MY16,2,18,10,-1,6,295
1,MY16,2,18,10,-1,6.5,0
1,MY16,2,18,10,-1,7,0
1,MY16,2,18,10,-1,7.5,139
1,MY16,2,18,10,-1,8,290
1,MY16,2,18,10,-1,8.5,328
1,MY16,2,18,10,-1,9,596
1,MY16,2,18,10,-1,9.5,324
1,MY16,2,18,10,-1,10,647
1,MY16,2,18,10,-1,10.5,42
1,MY16,2,18,10,-1,11,242
1,MY16,2,18,10,-1,11.5,11
1,MY16,2,18,10,-1,12,285
1,MY16,2,18,10,-1,12.5,0
1,MY16,2,18,10,-1,13,47
1,MY16,2,18,10,-1,13.5,0
1,MY16,2,18,10,-1,14.5,0
1,MY16,2,18,10,-1,15,0
1,MY16,2,18,10,-1,15.5,0
1,MY16,2,18,10,-1,16,5
1,MY16,2,18,10,-1,16.5,0
1,MY16,2,18,10,-1,17,0
1,MY16,2,18,10,-1,17.5,0
1,MY16,2,18,10,-1,18,164
1,MY16,2,18,10,-2,1.5,0
1,MY16,2,18,10,-2,2,0
1,MY16,2,18,10,-2,2.5,0
1,MY16,2,18,10,-2,3,0
1,MY16,2,18,10,-2,3.5,0
1,MY16,2,18,10,-2,4,0
1,MY16,2,18,10,-2,4.5,112
1,MY16,2,18,10,-2,5,134
1,MY16,2,18,10,-2,5.5,0
1,MY16,2,18,10,-2,6,0
1,MY16,2,18,10,-2,6.5,0
1,MY16,2,18,10,-2,7,0
1,MY16,2,18,10,-2,7.5,0
1,MY16,2,18,10,-2,8,0
1,MY16,2,18,10,-2,8.5,0
1,MY16,2,18,10,-2,9,185
1,MY16,2,18,10,-2,9.5,154
1,MY16,2,18,10,-2,10,139
1,MY16,2,18,10,-2,10.5,0
1,MY16,2,18,10,-2,11,0
1,MY16,2,18,10,-2,11.5,0
1,MY16,2,18,10,-2,12,0
1,MY16,2,18,10,-2,12.5,0
1,MY16,2,18,10,-2,13,0
1,MY16,2,18,10,-2,13.5,0
1,MY16,2,18,10,-2,14.5,0
1,MY16,2,18,10,-2,15,0
1,MY16,2,18,10,-2,15.5,0
1,MY16,2,18,10,-2,16,0
1,MY16,2,18,10,-2,16.5,0
1,MY16,2,18,10,-2,17,0
1,MY16,2,18,10,-2,17.5,0
1,MY16,2,18,10,-2,18,362
1,MY23,1,15,9.5,-1,1.5,174
1,MY23,1,15,9.5,-1,2,428
1,MY23,1,15,9.5,-1,2.5,997
1,MY23,1,15,9.5,-1,3,1827
1,MY23,1,15,9.5,-1,3.5,0
1,MY23,1,15,9.5,-1,4,0
1,MY23,1,15,9.5,-1,4.5,1856
1,MY23,1,15,9.5,-1,5,1197
1,MY23,1,15,9.5,-1,5.5,0
1,MY23,1,15,9.5,-1,6,1631
1,MY23,1,15,9.5,-1,6.5,0
1,MY23,1,15,9.5,-1,7,0
1,MY23,1,15,9.5,-1,7.5,720
1,MY23,1,15,9.5,-1,8,662
1,MY23,1,15,9.5,-1,8.5,338
1,MY23,1,15,9.5,-1,9,809
1,MY23,1,15,9.5,-1,9.5,369
1,MY23,1,15,9.5,-1,10,262
1,MY23,1,15,9.5,-1,10.5,433
1,MY23,1,15,9.5,-1,11,301
1,MY23,1,15,9.5,-1,11.5,178
1,MY23,1,15,9.5,-1,12,167
1,MY23,1,15,9.5,-1,12.5,163
1,MY23,1,15,9.5,-1,13,55
1,MY23,1,15,9.5,-1,13.5,37
1,MY23,1,15,9.5,-1,14.5,76
1,MY23,1,15,9.5,-1,15,89
1,MY23,1,15,9.5,-1,15.5,0
1,MY23,1,15,9.5,-1,16,0
1,MY23,1,15,9.5,-1,16.5,0
1,MY23,1,15,9.5,-1,17,0
1,MY23,1,15,9.5,-1,17.5,0
1,MY23,1,15,9.5,-1,18,90
1,MY23,1,15,9.5,-2,1.5,201
1,MY23,1,15,9.5,-2,2,176
1,MY23,1,15,9.5,-2,2.5,451
1,MY23,1,15,9.5,-2,3,187
1,MY23,1,15,9.5,-2,3.5,0
1,MY23,1,15,9.5,-2,4,0
1,MY23,1,15,9.5,-2,4.5,1209
1,MY23,1,15,9.5,-2,5,393
1,MY23,1,15,9.5,-2,5.5,0
1,MY23,1,15,9.5,-2,6,704
1,MY23,1,15,9.5,-2,6.5,0
1,MY23,1,15,9.5,-2,7,0
1,MY23,1,15,9.5,-2,7.5,222
1,MY23,1,15,9.5,-2,8,595
1,MY23,1,15,9.5,-2,8.5,211
1,MY23,1,15,9.5,-2,9,460
1,MY23,1,15,9.5,-2,9.5,97
1,MY23,1,15,9.5,-2,10,204
1,MY23,1,15,9.5,-2,10.5,130
1,MY23,1,15,9.5,-2,11,97
1,MY23,1,15,9.5,-2,11.5,37
1,MY23,1,15,9.5,-2,12,22
1,MY23,1,15,9.5,-2,12.5,53
1,MY23,1,15,9.5,-2,13,8
1,MY23,1,15,9.5,-2,13.5,32
1,MY23,1,15,9.5,-2,14.5,67
1,MY23,1,15,9.5,-2,15,59
1,MY23,1,15,9.5,-2,15.5,13
1,MY23,1,15,9.5,-2,16,3
1,MY23,1,15,9.5,-2,16.5,0
1,MY23,1,15,9.5,-2,17,0
1,MY23,1,15,9.5,-2,17.5,0
1,MY23,1,15,9.5,-2,18,27
1,MY23,2,16.5,6,-1,1.5,305
1,MY23,2,16.5,6,-1,2,0
1,MY23,2,16.5,6,-1,2.5,269
1,MY23,2,16.5,6,-1,3,267
1,MY23,2,16.5,6,-1,3.5,0
1,MY23,2,16.5,6,-1,4,0
1,MY23,2,16.5,6,-1,4.5,1305
1,MY23,2,16.5,6,-1,5,1878
1,MY23,2,16.5,6,-1,5.5,0
1,MY23,2,16.5,6,-1,6,1059
1,MY23,2,16.5,6,-1,6.5,0
1,MY23,2,16.5,6,-1,7,0
1,MY23,2,16.5,6,-1,7.5,245
1,MY23,2,16.5,6,-1,8,193
1,MY23,2,16.5,6,-1,8.5,68
1,MY23,2,16.5,6,-1,9,99
1,MY23,2,16.5,6,-1,9.5,0
1,MY23,2,16.5,6,-1,10,10
1,MY23,2,16.5,6,-1,10.5,11
1,MY23,2,16.5,6,-1,11,0
1,MY23,2,16.5,6,-1,11.5,0
1,MY23,2,16.5,6,-1,12,32
1,MY23,2,16.5,6,-1,12.5,0
1,MY23,2,16.5,6,-1,13,0
1,MY23,2,16.5,6,-1,13.5,0
1,MY23,2,16.5,6,-1,14.5,0
1,MY23,2,16.5,6,-1,15,0
1,MY23,2,16.5,6,-1,15.5,0
1,MY23,2,16.5,6,-1,16,0
1,MY23,2,16.5,6,-1,16.5,30
1,MY23,2,16.5,6,-1,17,31
1,MY23,2,16.5,6,-1,17.5,0
1,MY23,2,16.5,6,-1,18,0
1,MY23,2,16.5,6,-2,1.5,245
1,MY23,2,16.5,6,-2,2,0
1,MY23,2,16.5,6,-2,2.5,111
1,MY23,2,16.5,6,-2,3,231
1,MY23,2,16.5,6,-2,3.5,0
1,MY23,2,16.5,6,-2,4,0
1,MY23,2,16.5,6,-2,4.5,258
1,MY23,2,16.5,6,-2,5,770
1,MY23,2,16.5,6,-2,5.5,0
1,MY23,2,16.5,6,-2,6,422
1,MY23,2,16.5,6,-2,6.5,0
1,MY23,2,16.5,6,-2,7,0
1,MY23,2,16.5,6,-2,7.5,88
1,MY23,2,16.5,6,-2,8,44
1,MY23,2,16.5,6,-2,8.5,0
1,MY23,2,16.5,6,-2,9,68
1,MY23,2,16.5,6,-2,9.5,0
1,MY23,2,16.5,6,-2,10,0
1,MY23,2,16.5,6,-2,10.5,0
1,MY23,2,16.5,6,-2,11,0
1,MY23,2,16.5,6,-2,11.5,0
1,MY23,2,16.5,6,-2,12,0
1,MY23,2,16.5,6,-2,12.5,0
1,MY23,2,16.5,6,-2,13,0
1,MY23,2,16.5,6,-2,13.5,0
1,MY23,2,16.5,6,-2,14.5,0
1,MY23,2,16.5,6,-2,15,0
1,MY23,2,16.5,6,-2,15.5,0
1,MY23,2,16.5,6,-2,16,0
1,MY23,2,16.5,6,-2,16.5,34
1,MY23,2,16.5,6,-2,17,14
1,MY23,2,16.5,6,-2,17.5,0
1,MY23,2,16.5,6,-2,18,0
2,N2,1,9.5,6.5,-1,1.5,836
2,N2,1,9.5,6.5,-1,2,1410
2,N2,1,9.5,6.5,-1,2.5,1644
2,N2,1,9.5,6.5,-1,3,1022
2,N2,1,9.5,6.5,-1,3.5,1401
2,N2,1,9.5,6.5,-1,4,1094
2,N2,1,9.5,6.5,-1,4.5,1132
2,N2,1,9.5,6.5,-1,5,1532
2,N2,1,9.5,6.5,-1,5.5,1385
2,N2,1,9.5,6.5,-1,6,721
2,N2,1,9.5,6.5,-1,6.5,875
2,N2,1,9.5,6.5,-1,7,577
2,N2,1,9.5,6.5,-1,7.5,283
2,N2,1,9.5,6.5,-1,8,436
2,N2,1,9.5,6.5,-1,8.5,127
2,N2,1,9.5,6.5,-1,9,179
2,N2,1,9.5,6.5,-1,9.5,72
2,N2,1,9.5,6.5,-1,10,89
2,N2,1,9.5,6.5,-1,10.5,16
2,N2,1,9.5,6.5,-1,11,22
2,N2,1,9.5,6.5,-1,11.5,15
2,N2,1,9.5,6.5,-1,12,5
2,N2,1,9.5,6.5,-1,12.5,1
2,N2,1,9.5,6.5,-1,13,1
2,N2,1,9.5,6.5,-1,13.5,0
2,N2,1,9.5,6.5,-1,14,0
2,N2,1,9.5,6.5,-1,14.5,0
2,N2,1,9.5,6.5,-1,15,0
2,N2,1,9.5,6.5,-1,15.5,0
2,N2,1,9.5,6.5,-1,16,0
2,N2,1,9.5,6.5,-1,16.5,0
2,N2,1,9.5,6.5,-1,17,0
2,N2,1,9.5,6.5,-1,17.5,0
2,N2,1,9.5,6.5,-1,18,0
2,N2,1,9.5,6.5,-1,18.5,0
2,N2,1,9.5,6.5,-1,19,0
2,N2,1,9.5,6.5,-1,19.5,0
2,N2,1,9.5,6.5,-1,20,0
2,N2,1,9.5,6.5,-1,20.5,0
2,N2,1,9.5,6.5,-1,24,0
2,N2,1,9.5,6.5,-1,24.5,0
2,N2,1,9.5,6.5,-1,25,0
2,N2,1,9.5,6.5,-1,25.5,0
2,N2,1,9.5,6.5,-1,26,0
2,N2,1,9.5,6.5,-1,26.5,0
2,N2,1,9.5,6.5,-1,27,0
2,N2,1,9.5,6.5,-1,27.5,0
2,N2,1,9.5,6.5,-1,28,0
2,N2,1,9.5,6.5,-1,28.5,0
2,N2,1,9.5,6.5,-1,29,0
2,N2,1,9.5,6.5,-2,1.5,438
2,N2,1,9.5,6.5,-2,2,972
2,N2,1,9.5,6.5,-2,2.5,431
2,N2,1,9.5,6.5,-2,3,627
2,N2,1,9.5,6.5,-2,3.5,1085
2,N2,1,9.5,6.5,-2,4,609
2,N2,1,9.5,6.5,-2,4.5,756
2,N2,1,9.5,6.5,-2,5,741
2,N2,1,9.5,6.5,-2,5.5,1073
2,N2,1,9.5,6.5,-2,6,246
2,N2,1,9.5,6.5,-2,6.5,368
2,N2,1,9.5,6.5,-2,7,219
2,N2,1,9.5,6.5,-2,7.5,178
2,N2,1,9.5,6.5,-2,8,157
2,N2,1,9.5,6.5,-2,8.5,40
2,N2,1,9.5,6.5,-2,9,183
2,N2,1,9.5,6.5,-2,9.5,58
2,N2,1,9.5,6.5,-2,10,50
2,N2,1,9.5,6.5,-2,10.5,13
2,N2,1,9.5,6.5,-2,11,64
2,N2,1,9.5,6.5,-2,11.5,3
2,N2,1,9.5,6.5,-2,12,0
2,N2,1,9.5,6.5,-2,12.5,0
2,N2,1,9.5,6.5,-2,13,0
2,N2,1,9.5,6.5,-2,13.5,0
2,N2,1,9.5,6.5,-2,14,0
2,N2,1,9.5,6.5,-2,14.5,0
2,N2,1,9.5,6.5,-2,15,0
2,N2,1,9.5,6.5,-2,15.5,0
2,N2,1,9.5,6.5,-2,16,0
2,N2,1,9.5,6.5,-2,16.5,0
2,N2,1,9.5,6.5,-2,17,0
2,N2,1,9.5,6.5,-2,17.5,0
2,N2,1,9.5,6.5,-2,18,0
2,N2,1,9.5,6.5,-2,18.5,0
2,N2,1,9.5,6.5,-2,19,0
2,N2,1,9.5,6.5,-2,19.5,0
2,N2,1,9.5,6.5,-2,20,0
2,N2,1,9.5,6.5,-2,20.5,0
2,N2,1,9.5,6.5,-2,24,0
2,N2,1,9.5,6.5,-2,24.5,0
2,N2,1,9.5,6.5,-2,25,0
2,N2,1,9.5,6.5,-2,25.5,0
2,N2,1,9.5,6.5,-2,26,0
2,N2,1,9.5,6.5,-2,26.5,0
2,N2,1,9.5,6.5,-2,27,0
2,N2,1,9.5,6.5,-2,27.5,0
2,N2,1,9.5,6.5,-2,28,0
2,N2,1,9.5,6.5,-2,28.5,0
2,N2,1,9.5,6.5,-2,29,0
2,N2,2,10.5,6.5,-1,1.5,649
2,N2,2,10.5,6.5,-1,2,1807
2,N2,2,10.5,6.5,-1,2.5,1773
2,N2,2,10.5,6.5,-1,3,1261
2,N2,2,10.5,6.5,-1,3.5,1180
2,N2,2,10.5,6.5,-1,4,1183
2,N2,2,10.5,6.5,-1,4.5,1035
2,N2,2,10.5,6.5,-1,5,988
2,N2,2,10.5,6.5,-1,5.5,1024
2,N2,2,10.5,6.5,-1,6,532
2,N2,2,10.5,6.5,-1,6.5,754
2,N2,2,10.5,6.5,-1,7,368
2,N2,2,10.5,6.5,-1,7.5,622
2,N2,2,10.5,6.5,-1,8,246
2,N2,2,10.5,6.5,-1,8.5,150
2,N2,2,10.5,6.5,-1,9,83
2,N2,2,10.5,6.5,-1,9.5,83
2,N2,2,10.5,6.5,-1,10,20
2,N2,2,10.5,6.5,-1,10.5,46
2,N2,2,10.5,6.5,-1,11,11
2,N2,2,10.5,6.5,-1,11.5,61
2,N2,2,10.5,6.5,-1,12,28
2,N2,2,10.5,6.5,-1,12.5,6
2,N2,2,10.5,6.5,-1,13,6
2,N2,2,10.5,6.5,-1,13.5,5
2,N2,2,10.5,6.5,-1,14,10
2,N2,2,10.5,6.5,-1,14.5,5
2,N2,2,10.5,6.5,-1,15,3
2,N2,2,10.5,6.5,-1,15.5,0
2,N2,2,10.5,6.5,-1,16,2
2,N2,2,10.5,6.5,-1,16.5,0
2,N2,2,10.5,6.5,-1,17,0
2,N2,2,10.5,6.5,-1,17.5,0
2,N2,2,10.5,6.5,-1,18,0
2,N2,2,10.5,6.5,-1,18.5,0
2,N2,2,10.5,6.5,-1,19,0
2,N2,2,10.5,6.5,-1,19.5,0
2,N2,2,10.5,6.5,-1,20,0
2,N2,2,10.5,6.5,-1,20.5,0
2,N2,2,10.5,6.5,-1,24,0
2,N2,2,10.5,6.5,-1,24.5,0
2,N2,2,10.5,6.5,-1,25,0
2,N2,2,10.5,6.5,-1,25.5,0
2,N2,2,10.5,6.5,-1,26,0
2,N2,2,10.5,6.5,-1,26.5,0
2,N2,2,10.5,6.5,-1,27,0
2,N2,2,10.5,6.5,-1,27.5,0
2,N2,2,10.5,6.5,-1,28,0
2,N2,2,10.5,6.5,-1,28.5,0
2,N2,2,10.5,6.5,-1,29,0
2,N2,2,10.5,6.5,-2,1.5,506
2,N2,2,10.5,6.5,-2,2,793
2,N2,2,10.5,6.5,-2,2.5,824
2,N2,2,10.5,6.5,-2,3,833
2,N2,2,10.5,6.5,-2,3.5,868
2,N2,2,10.5,6.5,-2,4,1315
2,N2,2,10.5,6.5,-2,4.5,532
2,N2,2,10.5,6.5,-2,5,777
2,N2,2,10.5,6.5,-2,5.5,773
2,N2,2,10.5,6.5,-2,6,400
2,N2,2,10.5,6.5,-2,6.5,561
2,N2,2,10.5,6.5,-2,7,200
2,N2,2,10.5,6.5,-2,7.5,413
2,N2,2,10.5,6.5,-2,8,87
2,N2,2,10.5,6.5,-2,8.5,157
2,N2,2,10.5,6.5,-2,9,44
2,N2,2,10.5,6.5,-2,9.5,63
2,N2,2,10.5,6.5,-2,10,37
2,N2,2,10.5,6.5,-2,10.5,5
2,N2,2,10.5,6.5,-2,11,4
2,N2,2,10.5,6.5,-2,11.5,23
2,N2,2,10.5,6.5,-2,12,16
2,N2,2,10.5,6.5,-2,12.5,8
2,N2,2,10.5,6.5,-2,13,18
2,N2,2,10.5,6.5,-2,13.5,19
2,N2,2,10.5,6.5,-2,14,0
2,N2,2,10.5,6.5,-2,14.5,0
2,N2,2,10.5,6.5,-2,15,1
2,N2,2,10.5,6.5,-2,15.5,0
2,N2,2,10.5,6.5,-2,16,0
2,N2,2,10.5,6.5,-2,16.5,0
2,N2,2,10.5,6.5,-2,17,0
2,N2,2,10.5,6.5,-2,17.5,0
2,N2,2,10.5,6.5,-2,18,0
2,N2,2,10.5,6.5,-2,18.5,0
2,N2,2,10.5,6.5,-2,19,0
2,N2,2,10.5,6.5,-2,19.5,0
2,N2,2,10.5,6.5,-2,20,0
2,N2,2,10.5,6.5,-2,20.5,0
2,N2,2,10.5,6.5,-2,24,0
2,N2,2,10.5,6.5,-2,24.5,0
2,N2,2,10.5,6.5,-2,25,0
2,N2,2,10.5,6.5,-2,25.5,0
2,N2,2,10.5,6.5,-2,26,0
2,N2,2,10.5,6.5,-2,26.5,0
2,N2,2,10.5,6.5,-2,27,0
2,N2,2,10.5,6.5,-2,27.5,0
2,N2,2,10.5,6.5,-2,28,0
2,N2,2,10.5,6.5,-2,28.5,0
2,N2,2,10.5,6.5,-2,29,0
2,CB4856,1,11.5,7.5,-1,1.5,57
2,CB4856,1,11.5,7.5,-1,2,610
2,CB4856,1,11.5,7.5,-1,2.5,1223
2,CB4856,1,11.5,7.5,-1,3,777
2,CB4856,1,11.5,7.5,-1,3.5,690
2,CB4856,1,11.5,7.5,-1,4,864
2,CB4856,1,11.5,7.5,-1,4.5,880
2,CB4856,1,11.5,7.5,-1,5,968
2,CB4856,1,11.5,7.5,-1,5.5,664
2,CB4856,1,11.5,7.5,-1,6,901
2,CB4856,1,11.5,7.5,-1,6.5,756
2,CB4856,1,11.5,7.5,-1,7,666
2,CB4856,1,11.5,7.5,-1,7.5,566
2,CB4856,1,11.5,7.5,-1,8,175
2,CB4856,1,11.5,7.5,-1,8.5,329
2,CB4856,1,11.5,7.5,-1,9,183
2,CB4856,1,11.5,7.5,-1,9.5,239
2,CB4856,1,11.5,7.5,-1,10,80
2,CB4856,1,11.5,7.5,-1,10.5,30
2,CB4856,1,11.5,7.5,-1,11,23
2,CB4856,1,11.5,7.5,-1,11.5,15
2,CB4856,1,11.5,7.5,-1,12,53
2,CB4856,1,11.5,7.5,-1,12.5,8
2,CB4856,1,11.5,7.5,-1,13,21
2,CB4856,1,11.5,7.5,-1,13.5,3
2,CB4856,1,11.5,7.5,-1,14,6
2,CB4856,1,11.5,7.5,-1,14.5,2
2,CB4856,1,11.5,7.5,-1,15,13
